"play/step","miner_200_easy - _step","miner_200_easy - _step__MIN","miner_200_easy - _step__MAX","miner_200_easy - play/episodic_reward","miner_200_easy - play/episodic_reward__MIN","miner_200_easy - play/episodic_reward__MAX","miner_200_easy - test/episodic_reward","miner_200_easy - test/episodic_reward__MIN","miner_200_easy - test/episodic_reward__MAX"
"1681770","14210","14210","14210","","","","0","0","0"
"1682330","14201","14201","14201","0","0","0","","",""
"1682770","14220","14220","14220","","","","0","0","0"
"1683330","14211","14211","14211","2","2","2","","",""
"1683464","14230","14230","14230","","","","0","0","0"
"1684330","14221","14221","14221","0","0","0","","",""
"1684464","14231","14231","14231","","","","0","0","0"
"1685330","14232","14232","14232","0","0","0","","",""
"1685464","14240","14240","14240","","","","1","1","1"
"1685914","14241","14241","14241","0","0","0","","",""
"1686464","14250","14250","14250","","","","1","1","1"
"1686914","14251","14251","14251","0","0","0","","",""
"1687464","14260","14260","14260","","","","0","0","0"
"1687633","14270","14270","14270","","","","0","0","0"
"1687914","14261","14261","14261","0","0","0","","",""
"1688632","14271","14271","14271","0","0","0","","",""
"1688633","14280","14280","14280","","","","0","0","0"
"1689632","14281","14281","14281","0","0","0","","",""
"1689633","14290","14290","14290","","","","0","0","0"
"1689668","14282","14282","14282","1","1","1","","",""
"1690633","14300","14300","14300","","","","0","0","0"
"1690668","14291","14291","14291","0","0","0","","",""
"1690761","14301","14301","14301","","","","0","0","0"
"1691668","14302","14302","14302","0","0","0","","",""
"1691761","14312","14312","14312","","","","0","0","0"
"1692668","14303","14303","14303","1","1","1","","",""
"1692761","14319","14319","14319","","","","0","0","0"
"1693668","14313","14313","14313","0","0","0","","",""
"1693761","14324","14324","14324","","","","0","0","0"
"1693846","14325","14325","14325","","","","0","0","0"
"1694668","14320","14320","14320","0","0","0","","",""
"1694846","14329","14329","14329","","","","0","0","0"
"1695240","14330","14330","14330","","","","1","1","1"
"1695668","14326","14326","14326","1","1","1","","",""
"1696240","14340","14340","14340","","","","0","0","0"
"1696480","14331","14331","14331","1","1","1","","",""
"1696536","14341","14341","14341","","","","1","1","1"
"1697480","14342","14342","14342","0","0","0","","",""
"1697536","14348","14348","14348","","","","0","0","0"
"1697549","14349","14349","14349","","","","0","0","0"
"1698002","14350","14350","14350","0","0","0","","",""
"1698549","14359","14359","14359","","","","0","0","0"
"1699002","14360","14360","14360","0","0","0","","",""
"1699549","14369","14369","14369","","","","0","0","0"
"1700002","14370","14370","14370","1","1","1","","",""
"1700549","14376","14376","14376","","","","0","0","0"
"1701002","14377","14377","14377","0","0","0","","",""
"1701549","14386","14386","14386","","","","0","0","0"
"1702002","14387","14387","14387","0","0","0","","",""
"1702549","14396","14396","14396","","","","0","0","0"
"1702555","14397","14397","14397","","","","0","0","0"
"1703002","14398","14398","14398","0","0","0","","",""
"1703555","14407","14407","14407","","","","0","0","0"
"1704002","14408","14408","14408","0","0","0","","",""
"1704015","14409","14409","14409","0","0","0","","",""
"1704555","14417","14417","14417","","","","0","0","0"
"1705015","14418","14418","14418","0","0","0","","",""
"1705555","14427","14427","14427","","","","0","0","0"
"1706015","14428","14428","14428","0","0","0","","",""
"1706555","14437","14437","14437","","","","0","0","0"
"1707015","14438","14438","14438","0","0","0","","",""
"1707555","14445","14445","14445","","","","0","0","0"
"1708015","14439","14439","14439","0","0","0","","",""
"1708555","14455","14455","14455","","","","0","0","0"
"1708669","14456","14456","14456","","","","2","2","2"
"1709015","14446","14446","14446","1","1","1","","",""
"1709088","14466","14466","14466","","","","0","0","0"
"1709099","14467","14467","14467","","","","1","1","1"
"1709115","14468","14468","14468","","","","0","0","0"
"1709512","14469","14469","14469","","","","13","13","13"
"1710015","14457","14457","14457","0","0","0","","",""
"1710512","14479","14479","14479","","","","0","0","0"
"1711015","14470","14470","14470","0","0","0","","",""
"1711512","14486","14486","14486","","","","0","0","0"
"1712015","14480","14480","14480","1","1","1","","",""
"1712512","14496","14496","14496","","","","0","0","0"
"1713015","14487","14487","14487","0","0","0","","",""
"1713512","14500","14500","14500","","","","0","0","0"
"1714015","14497","14497","14497","1","1","1","","",""
"1714512","14507","14507","14507","","","","0","0","0"
"1715015","14501","14501","14501","0","0","0","","",""
"1715512","14512","14512","14512","","","","0","0","0"
"1716015","14508","14508","14508","0","0","0","","",""
"1716512","14523","14523","14523","","","","0","0","0"
"1717015","14513","14513","14513","0","0","0","","",""
"1717116","14514","14514","14514","1","1","1","","",""
"1717512","14533","14533","14533","","","","0","0","0"
"1718116","14524","14524","14524","0","0","0","","",""
"1718512","14540","14540","14540","","","","0","0","0"
"1719116","14534","14534","14534","0","0","0","","",""
"1719512","14547","14547","14547","","","","0","0","0"
"1720116","14541","14541","14541","1","1","1","","",""
"1720512","14557","14557","14557","","","","0","0","0"
"1721116","14548","14548","14548","2","2","2","","",""
"1721512","14567","14567","14567","","","","0","0","0"
"1721678","14568","14568","14568","","","","1","1","1"
"1722116","14558","14558","14558","0","0","0","","",""
"1722678","14577","14577","14577","","","","0","0","0"
"1723116","14569","14569","14569","0","0","0","","",""
"1723354","14578","14578","14578","","","","2","2","2"
"1724116","14579","14579","14579","0","0","0","","",""
"1724354","14586","14586","14586","","","","0","0","0"
"1725116","14587","14587","14587","0","0","0","","",""
"1725354","14595","14595","14595","","","","0","0","0"
"1725388","14596","14596","14596","","","","1","1","1"
"1725523","14606","14606","14606","","","","0","0","0"
"1726116","14597","14597","14597","1","1","1","","",""
"1726523","14617","14617","14617","","","","0","0","0"
"1727116","14607","14607","14607","0","0","0","","",""
"1727122","14608","14608","14608","0","0","0","","",""
"1727523","14627","14627","14627","","","","0","0","0"
"1728122","14618","14618","14618","0","0","0","","",""
"1728523","14637","14637","14637","","","","0","0","0"
"1729122","14628","14628","14628","0","0","0","","",""
"1729523","14638","14638","14638","","","","1","1","1"
"1730122","14639","14639","14639","0","0","0","","",""
"1730523","14647","14647","14647","","","","0","0","0"
"1731122","14648","14648","14648","0","0","0","","",""
"1731523","14657","14657","14657","","","","0","0","0"
"1732122","14658","14658","14658","0","0","0","","",""
"1732217","14659","14659","14659","1","1","1","","",""
"1732326","14660","14660","14660","1","1","1","","",""
"1732523","14669","14669","14669","","","","0","0","0"
"1733326","14670","14670","14670","1","1","1","","",""
"1733351","14671","14671","14671","0","0","0","","",""
"1733492","14672","14672","14672","0","0","0","","",""
"1733523","14682","14682","14682","","","","0","0","0"
"1733526","14673","14673","14673","0","0","0","","",""
"1734523","14692","14692","14692","","","","0","0","0"
"1734526","14683","14683","14683","0","0","0","","",""
"1734825","14701","14701","14701","","","","1","1","1"
"1734843","14702","14702","14702","","","","1","1","1"
"1735526","14693","14693","14693","0","0","0","","",""
"1735781","14710","14710","14710","","","","0","0","0"
"1736526","14703","14703","14703","0","0","0","","",""
"1736781","14719","14719","14719","","","","0","0","0"
"1736799","14720","14720","14720","","","","0","0","0"
"1737526","14711","14711","14711","0","0","0","","",""
"1737799","14728","14728","14728","","","","0","0","0"
"1738526","14721","14721","14721","0","0","0","","",""
"1738799","14737","14737","14737","","","","0","0","0"
"1738951","14738","14738","14738","","","","0","0","0"
"1739526","14729","14729","14729","0","0","0","","",""
"1739951","14748","14748","14748","","","","0","0","0"
"1740526","14739","14739","14739","0","0","0","","",""
"1740951","14758","14758","14758","","","","0","0","0"
"1741453","14759","14759","14759","","","","1","1","1"
"1741485","14760","14760","14760","","","","0","0","0"
"1741526","14749","14749","14749","0","0","0","","",""
"1742485","14770","14770","14770","","","","0","0","0"
"1742526","14761","14761","14761","0","0","0","","",""
"1743485","14780","14780","14780","","","","1","1","1"
"1743526","14771","14771","14771","0","0","0","","",""
"1743623","14781","14781","14781","","","","0","0","0"
"1743978","14782","14782","14782","0","0","0","","",""
"1744623","14790","14790","14790","","","","0","0","0"
"1744978","14791","14791","14791","0","0","0","","",""
"1745623","14795","14795","14795","","","","0","0","0"
"1745978","14796","14796","14796","0","0","0","","",""
"1746082","14797","14797","14797","2","2","2","","",""
"1746201","14798","14798","14798","0","0","0","","",""
"1746623","14807","14807","14807","","","","0","0","0"
"1747201","14808","14808","14808","0","0","0","","",""
"1747623","14817","14817","14817","","","","0","0","0"
"1748201","14818","14818","14818","0","0","0","","",""
"1748623","14826","14826","14826","","","","0","0","0"
"1748629","14827","14827","14827","","","","0","0","0"
"1749201","14828","14828","14828","0","0","0","","",""
"1749420","14829","14829","14829","1","1","1","","",""
"1749629","14838","14838","14838","","","","0","0","0"
"1749650","14839","14839","14839","","","","0","0","0"
"1749727","14840","14840","14840","","","","0","0","0"
"1750420","14841","14841","14841","0","0","0","","",""
"1750727","14850","14850","14850","","","","0","0","0"
"1751420","14851","14851","14851","0","0","0","","",""
"1751727","14860","14860","14860","","","","0","0","0"
"1752420","14861","14861","14861","0","0","0","","",""
"1752727","14870","14870","14870","","","","0","0","0"
"1753420","14871","14871","14871","0","0","0","","",""
"1753727","14879","14879","14879","","","","0","0","0"
"1754420","14880","14880","14880","0","0","0","","",""
"1754727","14889","14889","14889","","","","0","0","0"
"1755420","14890","14890","14890","0","0","0","","",""
"1755727","14896","14896","14896","","","","0","0","0"
"1755779","14897","14897","14897","","","","1","1","1"
"1756420","14898","14898","14898","0","0","0","","",""
"1756779","14907","14907","14907","","","","0","0","0"
"1757420","14908","14908","14908","0","0","0","","",""
"1757473","14909","14909","14909","13","13","13","","",""
"1757779","14918","14918","14918","","","","0","0","0"
"1758473","14919","14919","14919","0","0","0","","",""
"1758779","14928","14928","14928","","","","0","0","0"
"1758863","14929","14929","14929","","","","1","1","1"
"1758892","14930","14930","14930","","","","1","1","1"
"1759473","14931","14931","14931","0","0","0","","",""
"1759892","14937","14937","14937","","","","0","0","0"
"1759924","14938","14938","14938","","","","0","0","0"
"1759981","14939","14939","14939","","","","2","2","2"
"1760473","14940","14940","14940","0","0","0","","",""
"1760669","14949","14949","14949","","","","1","1","1"
"1761473","14950","14950","14950","0","0","0","","",""
"1761669","14959","14959","14959","","","","0","0","0"
"1762473","14960","14960","14960","0","0","0","","",""
"1762669","14968","14968","14968","","","","0","0","0"
"1763473","14969","14969","14969","0","0","0","","",""
"1763669","14973","14973","14973","","","","0","0","0"
"1764473","14974","14974","14974","0","0","0","","",""
"1764669","14983","14983","14983","","","","0","0","0"
"1765473","14984","14984","14984","0","0","0","","",""
"1765576","14985","14985","14985","0","0","0","","",""
"1765669","14995","14995","14995","","","","1","1","1"
"1766242","14986","14986","14986","0","0","0","","",""
"1766669","15002","15002","15002","","","","0","0","0"
"1767242","14996","14996","14996","0","0","0","","",""
"1767476","15012","15012","15012","","","","1","1","1"
"1767612","15013","15013","15013","","","","0","0","0"
"1768242","15003","15003","15003","1","1","1","","",""
"1768612","15022","15022","15022","","","","0","0","0"
"1768635","15023","15023","15023","","","","1","1","1"
"1768808","15024","15024","15024","","","","1","1","1"
"1769242","15014","15014","15014","0","0","0","","",""
"1769808","15034","15034","15034","","","","0","0","0"
"1770242","15025","15025","15025","0","0","0","","",""
"1770808","15044","15044","15044","","","","0","0","0"
"1770872","15045","15045","15045","","","","0","0","0"
"1771242","15035","15035","15035","0","0","0","","",""
"1771872","15055","15055","15055","","","","0","0","0"
"1771893","15056","15056","15056","","","","0","0","0"
"1771925","15057","15057","15057","","","","0","0","0"
"1772242","15046","15046","15046","0","0","0","","",""
"1772925","15067","15067","15067","","","","0","0","0"
"1773242","15058","15058","15058","0","0","0","","",""
"1773925","15076","15076","15076","","","","0","0","0"
"1774242","15068","15068","15068","0","0","0","","",""
"1774925","15086","15086","15086","","","","0","0","0"
"1775242","15077","15077","15077","0","0","0","","",""
"1775925","15096","15096","15096","","","","0","0","0"
"1776242","15087","15087","15087","0","0","0","","",""
"1776925","15104","15104","15104","","","","0","0","0"
"1776944","15105","15105","15105","","","","0","0","0"
"1776959","15106","15106","15106","","","","2","2","2"
"1777242","15097","15097","15097","0","0","0","","",""
"1777419","15098","15098","15098","0","0","0","","",""
"1777959","15116","15116","15116","","","","0","0","0"
"1778419","15107","15107","15107","0","0","0","","",""
"1778959","15124","15124","15124","","","","0","0","0"
"1779419","15117","15117","15117","0","0","0","","",""
"1779429","15118","15118","15118","0","0","0","","",""
"1779959","15135","15135","15135","","","","0","0","0"
"1780429","15125","15125","15125","0","0","0","","",""
"1780474","15126","15126","15126","2","2","2","","",""
"1780959","15145","15145","15145","","","","0","0","0"
"1781474","15136","15136","15136","0","0","0","","",""
"1781959","15155","15155","15155","","","","0","0","0"
"1782474","15146","15146","15146","0","0","0","","",""
"1782959","15164","15164","15164","","","","0","0","0"
"1783474","15156","15156","15156","0","0","0","","",""
"1783959","15174","15174","15174","","","","0","0","0"
"1784474","15165","15165","15165","0","0","0","","",""
"1784959","15184","15184","15184","","","","0","0","0"
"1785474","15175","15175","15175","0","0","0","","",""
"1785959","15195","15195","15195","","","","0","0","0"
"1786474","15185","15185","15185","0","0","0","","",""
"1786482","15186","15186","15186","0","0","0","","",""
"1786959","15199","15199","15199","","","","0","0","0"
"1787482","15196","15196","15196","0","0","0","","",""
"1787959","15209","15209","15209","","","","0","0","0"
"1788482","15200","15200","15200","0","0","0","","",""
"1788959","15219","15219","15219","","","","0","0","0"
"1788984","15220","15220","15220","","","","0","0","0"
"1789482","15210","15210","15210","0","0","0","","",""
"1789984","15230","15230","15230","","","","0","0","0"
"1790482","15221","15221","15221","0","0","0","","",""
"1790984","15241","15241","15241","","","","0","0","0"
"1791012","15242","15242","15242","","","","1","1","1"
"1791043","15243","15243","15243","","","","1","1","1"
"1791482","15231","15231","15231","0","0","0","","",""
"1791765","15232","15232","15232","0","0","0","","",""
"1792043","15252","15252","15252","","","","0","0","0"
"1792765","15244","15244","15244","0","0","0","","",""
"1793043","15262","15262","15262","","","","0","0","0"
"1793765","15253","15253","15253","0","0","0","","",""
"1794043","15263","15263","15263","","","","0","0","0"
"1794765","15264","15264","15264","0","0","0","","",""
"1795043","15273","15273","15273","","","","0","0","0"
"1795765","15274","15274","15274","0","0","0","","",""
"1796043","15283","15283","15283","","","","0","0","0"
"1796765","15284","15284","15284","0","0","0","","",""
"1797043","15293","15293","15293","","","","0","0","0"
"1797113","15294","15294","15294","","","","1","1","1"
"1797160","15301","15301","15301","","","","0","0","0"
"1797765","15295","15295","15295","0","0","0","","",""
"1798160","15311","15311","15311","","","","0","0","0"
"1798765","15302","15302","15302","0","0","0","","",""
"1799160","15312","15312","15312","","","","0","0","0"
"1799765","15313","15313","15313","0","0","0","","",""
"1800160","15321","15321","15321","","","","0","0","0"
"1800765","15322","15322","15322","0","0","0","","",""
"1801160","15329","15329","15329","","","","1","1","1"
"1801425","15338","15338","15338","","","","0","0","0"
"1801765","15330","15330","15330","0","0","0","","",""
"1802425","15343","15343","15343","","","","0","0","0"
"1802765","15339","15339","15339","0","0","0","","",""
"1802838","15344","15344","15344","","","","2","2","2"
"1803765","15345","15345","15345","0","0","0","","",""
"1803838","15354","15354","15354","","","","0","0","0"
"1804765","15355","15355","15355","0","0","0","","",""
"1804838","15364","15364","15364","","","","0","0","0"
"1805508","15373","15373","15373","","","","0","0","0"
"1805765","15365","15365","15365","0","0","0","","",""
"1806508","15383","15383","15383","","","","0","0","0"
"1806765","15374","15374","15374","0","0","0","","",""
"1807508","15393","15393","15393","","","","0","0","0"
"1807523","15394","15394","15394","","","","0","0","0"
"1807765","15384","15384","15384","0","0","0","","",""
"1808523","15404","15404","15404","","","","0","0","0"
"1808765","15395","15395","15395","0","0","0","","",""
"1809238","15405","15405","15405","","","","2","2","2"
"1809765","15406","15406","15406","0","0","0","","",""
"1809801","15407","15407","15407","1","1","1","","",""
"1810238","15416","15416","15416","","","","0","0","0"
"1810801","15417","15417","15417","0","0","0","","",""
"1811238","15420","15420","15420","","","","0","0","0"
"1811801","15421","15421","15421","0","0","0","","",""
"1812238","15430","15430","15430","","","","0","0","0"
"1812801","15431","15431","15431","0","0","0","","",""
"1813238","15440","15440","15440","","","","0","0","0"
"1813801","15441","15441","15441","0","0","0","","",""
"1814238","15450","15450","15450","","","","0","0","0"
"1814801","15451","15451","15451","0","0","0","","",""
"1815238","15459","15459","15459","","","","0","0","0"
"1815801","15460","15460","15460","0","0","0","","",""
"1816238","15467","15467","15467","","","","0","0","0"
"1816801","15468","15468","15468","0","0","0","","",""
"1817238","15476","15476","15476","","","","0","0","0"
"1817801","15477","15477","15477","0","0","0","","",""
"1817811","15478","15478","15478","0","0","0","","",""
"1818238","15485","15485","15485","","","","0","0","0"
"1818288","15486","15486","15486","","","","1","1","1"
"1818811","15487","15487","15487","0","0","0","","",""
"1819288","15495","15495","15495","","","","0","0","0"
"1819811","15496","15496","15496","0","0","0","","",""
"1820288","15505","15505","15505","","","","0","0","0"
"1820811","15506","15506","15506","0","0","0","","",""
"1821288","15515","15515","15515","","","","0","0","0"
"1821382","15516","15516","15516","","","","0","0","0"
"1821421","15517","15517","15517","","","","0","0","0"
"1821811","15518","15518","15518","1","1","1","","",""
"1822421","15527","15527","15527","","","","0","0","0"
"1822508","15528","15528","15528","","","","0","0","0"
"1822587","15529","15529","15529","","","","0","0","0"
"1822593","15530","15530","15530","","","","0","0","0"
"1822811","15531","15531","15531","0","0","0","","",""
"1823593","15540","15540","15540","","","","0","0","0"
"1823606","15541","15541","15541","","","","0","0","0"
"1823811","15542","15542","15542","0","0","0","","",""
"1824606","15550","15550","15550","","","","0","0","0"
"1824811","15551","15551","15551","0","0","0","","",""
"1825606","15560","15560","15560","","","","0","0","0"
"1825811","15561","15561","15561","0","0","0","","",""
"1825850","15562","15562","15562","2","2","2","","",""
"1826606","15571","15571","15571","","","","0","0","0"
"1826850","15572","15572","15572","0","0","0","","",""
"1827606","15578","15578","15578","","","","0","0","0"
"1827637","15579","15579","15579","","","","1","1","1"
"1827850","15580","15580","15580","0","0","0","","",""
"1827886","15581","15581","15581","1","1","1","","",""
"1827910","15582","15582","15582","0","0","0","","",""
"1828637","15591","15591","15591","","","","0","0","0"
"1828744","15592","15592","15592","","","","0","0","0"
"1828910","15593","15593","15593","0","0","0","","",""
"1829744","15602","15602","15602","","","","0","0","0"
"1829910","15603","15603","15603","0","0","0","","",""
"1830744","15613","15613","15613","","","","0","0","0"
"1830910","15604","15604","15604","0","0","0","","",""
"1831744","15620","15620","15620","","","","0","0","0"
"1831910","15614","15614","15614","0","0","0","","",""
"1832744","15630","15630","15630","","","","0","0","0"
"1832910","15621","15621","15621","0","0","0","","",""
"1833744","15639","15639","15639","","","","0","0","0"
"1833910","15631","15631","15631","1","1","1","","",""
"1834744","15649","15649","15649","","","","0","0","0"
"1834910","15640","15640","15640","0","0","0","","",""
"1835744","15659","15659","15659","","","","0","0","0"
"1835910","15650","15650","15650","0","0","0","","",""
"1836744","15669","15669","15669","","","","0","0","0"
"1836910","15660","15660","15660","0","0","0","","",""
"1837744","15679","15679","15679","","","","0","0","0"
"1837910","15670","15670","15670","0","0","0","","",""
"1838744","15689","15689","15689","","","","0","0","0"
"1838910","15680","15680","15680","0","0","0","","",""
"1838912","15681","15681","15681","0","0","0","","",""
"1839744","15699","15699","15699","","","","0","0","0"
"1839912","15690","15690","15690","0","0","0","","",""
"1840744","15709","15709","15709","","","","0","0","0"
"1840912","15700","15700","15700","0","0","0","","",""
"1841200","15719","15719","15719","","","","0","0","0"
"1841912","15710","15710","15710","0","0","0","","",""
"1842200","15729","15729","15729","","","","0","0","0"
"1842912","15720","15720","15720","0","0","0","","",""
"1843200","15730","15730","15730","","","","1","1","1"
"1843912","15731","15731","15731","0","0","0","","",""
"1844200","15737","15737","15737","","","","1","1","1"
"1844213","15738","15738","15738","","","","0","0","0"
"1844912","15739","15739","15739","0","0","0","","",""
"1845213","15745","15745","15745","","","","0","0","0"
"1845281","15755","15755","15755","","","","0","0","0"
"1845912","15746","15746","15746","0","0","0","","",""
"1846281","15765","15765","15765","","","","0","0","0"
"1846912","15756","15756","15756","0","0","0","","",""
"1847281","15766","15766","15766","","","","1","1","1"
"1847577","15775","15775","15775","","","","0","0","0"
"1847912","15767","15767","15767","0","0","0","","",""
"1848577","15785","15785","15785","","","","0","0","0"
"1848912","15776","15776","15776","0","0","0","","",""
"1849577","15795","15795","15795","","","","0","0","0"
"1849912","15786","15786","15786","0","0","0","","",""
"1850577","15805","15805","15805","","","","0","0","0"
"1850610","15806","15806","15806","","","","0","0","0"
"1850912","15796","15796","15796","0","0","0","","",""
"1851610","15816","15816","15816","","","","0","0","0"
"1851912","15807","15807","15807","0","0","0","","",""
"1852610","15820","15820","15820","","","","0","0","0"
"1852912","15817","15817","15817","0","0","0","","",""
"1853610","15830","15830","15830","","","","0","0","0"
"1853912","15821","15821","15821","0","0","0","","",""
"1854610","15841","15841","15841","","","","0","0","0"
"1854912","15831","15831","15831","0","0","0","","",""
"1855245","15832","15832","15832","0","0","0","","",""
"1855610","15851","15851","15851","","","","0","0","0"
"1856245","15842","15842","15842","0","0","0","","",""
"1856610","15860","15860","15860","","","","0","0","0"
"1856957","15861","15861","15861","","","","0","0","0"
"1857245","15852","15852","15852","0","0","0","","",""
"1857957","15872","15872","15872","","","","0","0","0"
"1858245","15862","15862","15862","0","0","0","","",""
"1858274","15863","15863","15863","1","1","1","","",""
"1858957","15882","15882","15882","","","","0","0","0"
"1859274","15873","15873","15873","0","0","0","","",""
"1859957","15893","15893","15893","","","","0","0","0"
"1860274","15883","15883","15883","0","0","0","","",""
"1860387","15884","15884","15884","0","0","0","","",""
"1860957","15904","15904","15904","","","","0","0","0"
"1861279","15905","15905","15905","","","","0","0","0"
"1861369","15906","15906","15906","","","","1","1","1"
"1861387","15894","15894","15894","0","0","0","","",""
"1861522","15907","15907","15907","","","","0","0","0"
"1861580","15895","15895","15895","0","0","0","","",""
"1861657","15908","15908","15908","0","0","0","","",""
"1862522","15914","15914","15914","","","","0","0","0"
"1862657","15915","15915","15915","0","0","0","","",""
"1863522","15925","15925","15925","","","","0","0","0"
"1863564","15926","15926","15926","","","","0","0","0"
"1863657","15916","15916","15916","1","1","1","","",""
"1864564","15935","15935","15935","","","","0","0","0"
"1864583","15936","15936","15936","","","","1","1","1"
"1864657","15927","15927","15927","0","0","0","","",""
"1865583","15946","15946","15946","","","","0","0","0"
"1865657","15937","15937","15937","0","0","0","","",""
"1866583","15956","15956","15956","","","","0","0","0"
"1866657","15947","15947","15947","0","0","0","","",""
"1867583","15967","15967","15967","","","","0","0","0"
"1867657","15957","15957","15957","0","0","0","","",""
"1867676","15958","15958","15958","0","0","0","","",""
"1867821","15977","15977","15977","","","","0","0","0"
"1868676","15968","15968","15968","0","0","0","","",""
"1868821","15986","15986","15986","","","","0","0","0"
"1869060","15978","15978","15978","0","0","0","","",""
"1869821","15987","15987","15987","","","","0","0","0"
"1870060","15988","15988","15988","0","0","0","","",""
"1870821","15997","15997","15997","","","","0","0","0"
"1871060","15998","15998","15998","0","0","0","","",""
"1871821","16007","16007","16007","","","","0","0","0"
"1872060","16008","16008","16008","0","0","0","","",""
"1872821","16014","16014","16014","","","","0","0","0"
"1872905","16024","16024","16024","","","","0","0","0"
"1873060","16015","16015","16015","0","0","0","","",""
"1873905","16025","16025","16025","","","","2","2","2"
"1874060","16026","16026","16026","0","0","0","","",""
"1874905","16035","16035","16035","","","","0","0","0"
"1875060","16036","16036","16036","0","0","0","","",""
"1875905","16045","16045","16045","","","","0","0","0"
"1876060","16046","16046","16046","0","0","0","","",""
"1876905","16054","16054","16054","","","","0","0","0"
"1877031","16064","16064","16064","","","","0","0","0"
"1877060","16055","16055","16055","0","0","0","","",""
"1878031","16074","16074","16074","","","","0","0","0"
"1878060","16065","16065","16065","0","0","0","","",""
"1879031","16075","16075","16075","","","","1","1","1"
"1879060","16076","16076","16076","0","0","0","","",""
"1879108","16086","16086","16086","","","","1","1","1"
"1880060","16077","16077","16077","0","0","0","","",""
"1880108","16096","16096","16096","","","","0","0","0"
"1880307","16097","16097","16097","","","","1","1","1"
"1881060","16087","16087","16087","0","0","0","","",""
"1881099","16098","16098","16098","0","0","0","","",""
"1881307","16107","16107","16107","","","","0","0","0"
"1882099","16099","16099","16099","1","1","1","","",""
"1882307","16117","16117","16117","","","","0","0","0"
"1883099","16108","16108","16108","0","0","0","","",""
"1883236","16118","16118","16118","0","0","0","","",""
"1883307","16127","16127","16127","","","","0","0","0"
"1883343","16128","16128","16128","","","","1","1","1"
"1884236","16129","16129","16129","0","0","0","","",""
"1884343","16138","16138","16138","","","","0","0","0"
"1885189","16139","16139","16139","1","1","1","","",""
"1885343","16149","16149","16149","","","","0","0","0"
"1885432","16150","16150","16150","","","","0","0","0"
"1886189","16140","16140","16140","0","0","0","","",""
"1886432","16159","16159","16159","","","","0","0","0"
"1887189","16151","16151","16151","1","1","1","","",""
"1887432","16169","16169","16169","","","","0","0","0"
"1888189","16160","16160","16160","0","0","0","","",""
"1888432","16180","16180","16180","","","","0","0","0"
"1889189","16170","16170","16170","0","0","0","","",""
"1889225","16171","16171","16171","1","1","1","","",""
"1889432","16190","16190","16190","","","","0","0","0"
"1890225","16181","16181","16181","0","0","0","","",""
"1890432","16201","16201","16201","","","","0","0","0"
"1890720","16202","16202","16202","","","","0","0","0"
"1891225","16191","16191","16191","0","0","0","","",""
"1891229","16192","16192","16192","0","0","0","","",""
"1891720","16211","16211","16211","","","","0","0","0"
"1891864","16212","16212","16212","","","","0","0","0"
"1892229","16203","16203","16203","1","1","1","","",""
"1892864","16220","16220","16220","","","","0","0","0"
"1893229","16213","16213","16213","0","0","0","","",""
"1893864","16229","16229","16229","","","","0","0","0"
"1894229","16221","16221","16221","0","0","0","","",""
"1894864","16239","16239","16239","","","","0","0","0"
"1895229","16230","16230","16230","0","0","0","","",""
"1895864","16249","16249","16249","","","","0","0","0"
"1896229","16240","16240","16240","1","1","1","","",""
"1896864","16254","16254","16254","","","","0","0","0"
"1897229","16250","16250","16250","0","0","0","","",""
"1897864","16263","16263","16263","","","","0","0","0"
"1898229","16255","16255","16255","0","0","0","","",""
"1898864","16273","16273","16273","","","","0","0","0"
"1899229","16264","16264","16264","0","0","0","","",""
"1899864","16284","16284","16284","","","","0","0","0"
"1900229","16274","16274","16274","0","0","0","","",""
"1900285","16275","16275","16275","1","1","1","","",""
"1900864","16291","16291","16291","","","","0","0","0"
"1901285","16285","16285","16285","0","0","0","","",""
"1901864","16301","16301","16301","","","","0","0","0"
"1902285","16292","16292","16292","0","0","0","","",""
"1902864","16311","16311","16311","","","","0","0","0"
"1902896","16312","16312","16312","","","","0","0","0"
"1903285","16302","16302","16302","0","0","0","","",""
"1903896","16322","16322","16322","","","","0","0","0"
"1904285","16313","16313","16313","0","0","0","","",""
"1904896","16331","16331","16331","","","","0","0","0"
"1905034","16332","16332","16332","","","","0","0","0"
"1905117","16333","16333","16333","","","","1","1","1"
"1905285","16323","16323","16323","0","0","0","","",""
"1906117","16343","16343","16343","","","","1","1","1"
"1906285","16334","16334","16334","0","0","0","","",""
"1907117","16353","16353","16353","","","","0","0","0"
"1907285","16344","16344","16344","0","0","0","","",""
"1908117","16363","16363","16363","","","","0","0","0"
"1908285","16354","16354","16354","0","0","0","","",""
"1909117","16373","16373","16373","","","","0","0","0"
"1909285","16364","16364","16364","0","0","0","","",""
"1910117","16382","16382","16382","","","","0","0","0"
"1910285","16374","16374","16374","0","0","0","","",""
"1911117","16392","16392","16392","","","","0","0","0"
"1911285","16383","16383","16383","0","0","0","","",""
"1912117","16402","16402","16402","","","","0","0","0"
"1912285","16393","16393","16393","0","0","0","","",""
"1913117","16409","16409","16409","","","","0","0","0"
"1913285","16403","16403","16403","0","0","0","","",""
"1914117","16419","16419","16419","","","","0","0","0"
"1914138","16420","16420","16420","","","","0","0","0"
"1914285","16410","16410","16410","0","0","0","","",""
"1915138","16433","16433","16433","","","","0","0","0"
"1915285","16421","16421","16421","0","0","0","","",""
