"play/step","miner_200_easy - _step","miner_200_easy - _step__MIN","miner_200_easy - _step__MAX","miner_200_easy - play/episodic_reward","miner_200_easy - play/episodic_reward__MIN","miner_200_easy - play/episodic_reward__MAX","miner_200_easy - test/episodic_reward","miner_200_easy - test/episodic_reward__MIN","miner_200_easy - test/episodic_reward__MAX"
"394816","3702","3702","3702","0","0","0","","",""
"394852","3703","3703","3703","0","0","0","","",""
"395218","3711","3711","3711","","","","0","0","0"
"395386","3712","3712","3712","0","0","0","","",""
"395707","3722","3722","3722","","","","1","1","1"
"395773","3713","3713","3713","0","0","0","","",""
"396707","3735","3735","3735","","","","0","0","0"
"396773","3723","3723","3723","0","0","0","","",""
"396774","3736","3736","3736","","","","0","0","0"
"396781","3737","3737","3737","","","","0","0","0"
"396816","3724","3724","3724","0","0","0","","",""
"397178","3725","3725","3725","0","0","0","","",""
"397199","3726","3726","3726","0","0","0","","",""
"397227","3738","3738","3738","","","","1","1","1"
"397436","3739","3739","3739","12","12","12","","",""
"397647","3749","3749","3749","","","","0","0","0"
"397799","3750","3750","3750","","","","2","2","2"
"397822","3751","3751","3751","","","","0","0","0"
"397995","3740","3740","3740","1","1","1","","",""
"398100","3752","3752","3752","","","","1","1","1"
"398383","3753","3753","3753","0","0","0","","",""
"398527","3754","3754","3754","0","0","0","","",""
"398564","3755","3755","3755","0","0","0","","",""
"399100","3764","3764","3764","","","","0","0","0"
"399157","3765","3765","3765","","","","1","1","1"
"399564","3766","3766","3766","0","0","0","","",""
"400157","3774","3774","3774","","","","0","0","0"
"400389","3779","3779","3779","","","","0","0","0"
"400564","3775","3775","3775","0","0","0","","",""
"401389","3780","3780","3780","","","","2","2","2"
"401564","3781","3781","3781","0","0","0","","",""
"401810","3790","3790","3790","","","","0","0","0"
"401898","3791","3791","3791","","","","1","1","1"
"402564","3792","3792","3792","0","0","0","","",""
"402898","3801","3801","3801","","","","0","0","0"
"403564","3802","3802","3802","0","0","0","","",""
"403689","3803","3803","3803","1","1","1","","",""
"403898","3806","3806","3806","","","","0","0","0"
"404689","3807","3807","3807","0","0","0","","",""
"404760","3808","3808","3808","0","0","0","","",""
"404898","3815","3815","3815","","","","0","0","0"
"405354","3816","3816","3816","","","","1","1","1"
"405358","3817","3817","3817","","","","0","0","0"
"405391","3809","3809","3809","1","1","1","","",""
"406358","3827","3827","3827","","","","0","0","0"
"406391","3818","3818","3818","0","0","0","","",""
"406667","3837","3837","3837","","","","0","0","0"
"407391","3828","3828","3828","0","0","0","","",""
"407667","3847","3847","3847","","","","0","0","0"
"408391","3838","3838","3838","0","0","0","","",""
"408667","3857","3857","3857","","","","0","0","0"
"408678","3858","3858","3858","","","","0","0","0"
"409187","3848","3848","3848","13","13","13","","",""
"409678","3862","3862","3862","","","","0","0","0"
"409703","3863","3863","3863","","","","0","0","0"
"410187","3859","3859","3859","0","0","0","","",""
"410703","3868","3868","3868","","","","0","0","0"
"410765","3869","3869","3869","","","","1","1","1"
"411057","3870","3870","3870","","","","0","0","0"
"411187","3864","3864","3864","0","0","0","","",""
"412057","3882","3882","3882","","","","0","0","0"
"412070","3883","3883","3883","","","","0","0","0"
"412187","3871","3871","3871","0","0","0","","",""
"412209","3872","3872","3872","0","0","0","","",""
"412351","3873","3873","3873","1","1","1","","",""
"412761","3884","3884","3884","1","1","1","","",""
"413070","3892","3892","3892","","","","0","0","0"
"413761","3893","3893","3893","0","0","0","","",""
"413839","3894","3894","3894","0","0","0","","",""
"413948","3895","3895","3895","1","1","1","","",""
"414058","3896","3896","3896","0","0","0","","",""
"414070","3906","3906","3906","","","","0","0","0"
"414113","3897","3897","3897","0","0","0","","",""
"415070","3918","3918","3918","","","","0","0","0"
"415113","3907","3907","3907","0","0","0","","",""
"415274","3919","3919","3919","","","","1","1","1"
"415356","3908","3908","3908","2","2","2","","",""
"415361","3909","3909","3909","0","0","0","","",""
"415958","3920","3920","3920","0","0","0","","",""
"416274","3929","3929","3929","","","","0","0","0"
"416958","3930","3930","3930","0","0","0","","",""
"417274","3939","3939","3939","","","","0","0","0"
"417617","3940","3940","3940","","","","1","1","1"
"417673","3941","3941","3941","","","","0","0","0"
"417958","3942","3942","3942","0","0","0","","",""
"417967","3950","3950","3950","","","","1","1","1"
"418114","3951","3951","3951","","","","1","1","1"
"418958","3952","3952","3952","0","0","0","","",""
"419114","3959","3959","3959","","","","0","0","0"
"419958","3960","3960","3960","0","0","0","","",""
"420114","3968","3968","3968","","","","0","0","0"
"420131","3969","3969","3969","","","","2","2","2"
"420958","3970","3970","3970","0","0","0","","",""
"421131","3979","3979","3979","","","","0","0","0"
"421958","3980","3980","3980","0","0","0","","",""
"421978","3981","3981","3981","0","0","0","","",""
"422131","3990","3990","3990","","","","0","0","0"
"422148","3991","3991","3991","","","","0","0","0"
"422978","3992","3992","3992","0","0","0","","",""
"423122","3993","3993","3993","0","0","0","","",""
"423148","3999","3999","3999","","","","0","0","0"
"423244","4000","4000","4000","","","","0","0","0"
"423347","4001","4001","4001","","","","1","1","1"
"424122","4002","4002","4002","0","0","0","","",""
"424347","4013","4013","4013","","","","0","0","0"
"424382","4003","4003","4003","1","1","1","","",""
"424418","4004","4004","4004","0","0","0","","",""
"425347","4023","4023","4023","","","","0","0","0"
"425418","4014","4014","4014","0","0","0","","",""
"426347","4035","4035","4035","","","","0","0","0"
"426418","4024","4024","4024","0","0","0","","",""
"426528","4025","4025","4025","1","1","1","","",""
"426959","4026","4026","4026","2","2","2","","",""
"427347","4042","4042","4042","","","","0","0","0"
"427589","4043","4043","4043","","","","0","0","0"
"427959","4036","4036","4036","0","0","0","","",""
"428589","4047","4047","4047","","","","0","0","0"
"428959","4044","4044","4044","0","0","0","","",""
"429589","4055","4055","4055","","","","0","0","0"
"429959","4048","4048","4048","0","0","0","","",""
"430141","4056","4056","4056","0","0","0","","",""
"430589","4062","4062","4062","","","","1","1","1"
"431141","4063","4063","4063","0","0","0","","",""
"431195","4064","4064","4064","0","0","0","","",""
"431589","4070","4070","4070","","","","1","1","1"
"432195","4071","4071","4071","0","0","0","","",""
"432589","4075","4075","4075","","","","0","0","0"
"432643","4076","4076","4076","","","","0","0","0"
"433195","4077","4077","4077","0","0","0","","",""
"433643","4085","4085","4085","","","","0","0","0"
"433666","4086","4086","4086","","","","0","0","0"
"434195","4087","4087","4087","0","0","0","","",""
"434666","4097","4097","4097","","","","0","0","0"
"435195","4088","4088","4088","2","2","2","","",""
"435294","4098","4098","4098","0","0","0","","",""
"435510","4099","4099","4099","1","1","1","","",""
"435579","4100","4100","4100","2","2","2","","",""
"435666","4109","4109","4109","","","","0","0","0"
"435958","4110","4110","4110","","","","0","0","0"
"436579","4111","4111","4111","0","0","0","","",""
"436588","4112","4112","4112","1","1","1","","",""
"436958","4121","4121","4121","","","","0","0","0"
"437114","4122","4122","4122","","","","2","2","2"
"437525","4132","4132","4132","","","","0","0","0"
"437588","4123","4123","4123","0","0","0","","",""
"437633","4133","4133","4133","","","","1","1","1"
"438087","4134","4134","4134","","","","0","0","0"
"438588","4135","4135","4135","0","0","0","","",""
"439087","4141","4141","4141","","","","1","1","1"
"439588","4142","4142","4142","0","0","0","","",""
"439977","4151","4151","4151","","","","1","1","1"
"440588","4152","4152","4152","1","1","1","","",""
"440977","4158","4158","4158","","","","0","0","0"
"441588","4159","4159","4159","0","0","0","","",""
"441604","4160","4160","4160","0","0","0","","",""
"441638","4161","4161","4161","0","0","0","","",""
"441977","4170","4170","4170","","","","0","0","0"
"442638","4171","4171","4171","0","0","0","","",""
"442699","4177","4177","4177","","","","2","2","2"
"442906","4178","4178","4178","","","","1","1","1"
"443638","4179","4179","4179","0","0","0","","",""
"443871","4180","4180","4180","2","2","2","","",""
"443906","4187","4187","4187","","","","0","0","0"
"443973","4181","4181","4181","1","1","1","","",""
"444906","4199","4199","4199","","","","0","0","0"
"444973","4188","4188","4188","0","0","0","","",""
"445017","4189","4189","4189","1","1","1","","",""
"445098","4190","4190","4190","2","2","2","","",""
"445906","4209","4209","4209","","","","0","0","0"
"446098","4200","4200","4200","0","0","0","","",""
"446906","4217","4217","4217","","","","1","1","1"
"447098","4210","4210","4210","0","0","0","","",""
"447156","4211","4211","4211","0","0","0","","",""
"447906","4227","4227","4227","","","","0","0","0"
"448156","4218","4218","4218","0","0","0","","",""
"448906","4237","4237","4237","","","","0","0","0"
"449156","4228","4228","4228","1","1","1","","",""
"449466","4229","4229","4229","2","2","2","","",""
"449628","4238","4238","4238","0","0","0","","",""
"449906","4247","4247","4247","","","","1","1","1"
"450628","4248","4248","4248","0","0","0","","",""
"450906","4254","4254","4254","","","","0","0","0"
"451628","4255","4255","4255","0","0","0","","",""
"451906","4262","4262","4262","","","","0","0","0"
"452628","4263","4263","4263","0","0","0","","",""
"452906","4267","4267","4267","","","","0","0","0"
"453628","4264","4264","4264","1","1","1","","",""
"453906","4277","4277","4277","","","","0","0","0"
"454628","4268","4268","4268","1","1","1","","",""
"454906","4287","4287","4287","","","","0","0","0"
"455385","4278","4278","4278","0","0","0","","",""
"455906","4294","4294","4294","","","","0","0","0"
"456385","4288","4288","4288","0","0","0","","",""
"456906","4304","4304","4304","","","","0","0","0"
"457070","4305","4305","4305","","","","0","0","0"
"457172","4295","4295","4295","1","1","1","","",""
"458070","4316","4316","4316","","","","0","0","0"
"458172","4306","4306","4306","0","0","0","","",""
"458481","4307","4307","4307","0","0","0","","",""
"459070","4325","4325","4325","","","","0","0","0"
"459481","4317","4317","4317","1","1","1","","",""
"460070","4333","4333","4333","","","","0","0","0"
"460481","4326","4326","4326","0","0","0","","",""
"461070","4340","4340","4340","","","","0","0","0"
"461481","4334","4334","4334","0","0","0","","",""
"462070","4350","4350","4350","","","","0","0","0"
"462481","4341","4341","4341","0","0","0","","",""
"463070","4357","4357","4357","","","","0","0","0"
"463481","4351","4351","4351","0","0","0","","",""
"464070","4367","4367","4367","","","","0","0","0"
"464355","4368","4368","4368","","","","0","0","0"
"464397","4358","4358","4358","1","1","1","","",""
"465355","4377","4377","4377","","","","0","0","0"
"465397","4369","4369","4369","0","0","0","","",""
"466355","4387","4387","4387","","","","0","0","0"
"466397","4378","4378","4378","0","0","0","","",""
"466605","4388","4388","4388","","","","1","1","1"
"467397","4389","4389","4389","0","0","0","","",""
"467605","4393","4393","4393","","","","0","0","0"
"468243","4398","4398","4398","","","","0","0","0"
"468397","4394","4394","4394","0","0","0","","",""
"468540","4395","4395","4395","1","1","1","","",""
"469243","4403","4403","4403","","","","0","0","0"
"469540","4399","4399","4399","1","1","1","","",""
"470243","4415","4415","4415","","","","0","0","0"
"470322","4416","4416","4416","","","","0","0","0"
"470388","4417","4417","4417","","","","0","0","0"
"470540","4404","4404","4404","0","0","0","","",""
"470584","4405","4405","4405","1","1","1","","",""
"470687","4406","4406","4406","0","0","0","","",""
"471388","4427","4427","4427","","","","0","0","0"
"471687","4418","4418","4418","0","0","0","","",""
"472388","4432","4432","4432","","","","0","0","0"
"472687","4428","4428","4428","0","0","0","","",""
"472852","4433","4433","4433","","","","0","0","0"
"472910","4429","4429","4429","1","1","1","","",""
"473149","4443","4443","4443","","","","0","0","0"
"473910","4434","4434","4434","0","0","0","","",""
"474149","4451","4451","4451","","","","0","0","0"
"474910","4444","4444","4444","0","0","0","","",""
"475087","4445","4445","4445","1","1","1","","",""
"475149","4462","4462","4462","","","","0","0","0"
"475220","4463","4463","4463","","","","2","2","2"
"476087","4452","4452","4452","2","2","2","","",""
"476159","4453","4453","4453","0","0","0","","",""
"476220","4468","4468","4468","","","","0","0","0"
"477159","4464","4464","4464","1","1","1","","",""
"477220","4477","4477","4477","","","","0","0","0"
"478159","4469","4469","4469","0","0","0","","",""
"478220","4482","4482","4482","","","","0","0","0"
"479159","4478","4478","4478","2","2","2","","",""
"479220","4483","4483","4483","","","","1","1","1"
"480159","4484","4484","4484","0","0","0","","",""
"480220","4488","4488","4488","","","","0","0","0"
"481159","4489","4489","4489","1","1","1","","",""
"481220","4495","4495","4495","","","","0","0","0"
"482159","4496","4496","4496","1","1","1","","",""
"482180","4497","4497","4497","0","0","0","","",""
"482220","4503","4503","4503","","","","1","1","1"
"483180","4504","4504","4504","0","0","0","","",""
"483220","4508","4508","4508","","","","0","0","0"
"484180","4509","4509","4509","1","1","1","","",""
"484220","4512","4512","4512","","","","0","0","0"
"485180","4513","4513","4513","0","0","0","","",""
"485220","4522","4522","4522","","","","0","0","0"
"485718","4527","4527","4527","","","","0","0","0"
"486054","4528","4528","4528","","","","0","0","0"
"486180","4523","4523","4523","0","0","0","","",""
"487054","4532","4532","4532","","","","0","0","0"
"487180","4529","4529","4529","1","1","1","","",""
"487452","4533","4533","4533","1","1","1","","",""
"488054","4537","4537","4537","","","","0","0","0"
"488452","4538","4538","4538","0","0","0","","",""
"489054","4542","4542","4542","","","","0","0","0"
"489452","4539","4539","4539","1","1","1","","",""
"490054","4547","4547","4547","","","","0","0","0"
"490452","4543","4543","4543","0","0","0","","",""
"491054","4552","4552","4552","","","","0","0","0"
"491452","4548","4548","4548","1","1","1","","",""
"492054","4556","4556","4556","","","","0","0","0"
"492452","4553","4553","4553","0","0","0","","",""
"493054","4563","4563","4563","","","","0","0","0"
"493452","4557","4557","4557","0","0","0","","",""
"494054","4573","4573","4573","","","","0","0","0"
"494452","4564","4564","4564","2","2","2","","",""
"495054","4578","4578","4578","","","","0","0","0"
"495452","4574","4574","4574","0","0","0","","",""
"495682","4579","4579","4579","1","1","1","","",""
"496054","4582","4582","4582","","","","0","0","0"
"496682","4583","4583","4583","0","0","0","","",""
"497054","4587","4587","4587","","","","0","0","0"
"497682","4588","4588","4588","0","0","0","","",""
"498054","4593","4593","4593","","","","0","0","0"
"498682","4589","4589","4589","0","0","0","","",""
"499054","4602","4602","4602","","","","0","0","0"
"499682","4594","4594","4594","0","0","0","","",""
"500054","4610","4610","4610","","","","0","0","0"
"500682","4603","4603","4603","0","0","0","","",""
"501054","4617","4617","4617","","","","2","2","2"
"501682","4611","4611","4611","0","0","0","","",""
"502001","4618","4618","4618","0","0","0","","",""
"502054","4621","4621","4621","","","","0","0","0"
"503001","4622","4622","4622","0","0","0","","",""
"503054","4626","4626","4626","","","","0","0","0"
"504001","4627","4627","4627","0","0","0","","",""
"504054","4636","4636","4636","","","","0","0","0"
"505001","4637","4637","4637","0","0","0","","",""
"505054","4646","4646","4646","","","","0","0","0"
"506001","4647","4647","4647","0","0","0","","",""
"506054","4655","4655","4655","","","","0","0","0"
"507001","4656","4656","4656","0","0","0","","",""
"507054","4663","4663","4663","","","","0","0","0"
"508001","4664","4664","4664","0","0","0","","",""
"508054","4667","4667","4667","","","","0","0","0"
"509001","4668","4668","4668","0","0","0","","",""
"509054","4677","4677","4677","","","","0","0","0"
"510001","4678","4678","4678","0","0","0","","",""
"510054","4684","4684","4684","","","","0","0","0"
"510656","4685","4685","4685","","","","1","1","1"
"511001","4686","4686","4686","0","0","0","","",""
"511656","4695","4695","4695","","","","0","0","0"
"512001","4696","4696","4696","0","0","0","","",""
"512656","4706","4706","4706","","","","0","0","0"
"512687","4707","4707","4707","","","","0","0","0"
"513001","4697","4697","4697","2","2","2","","",""
"513622","4708","4708","4708","0","0","0","","",""
"513687","4717","4717","4717","","","","0","0","0"
"514622","4718","4718","4718","0","0","0","","",""
"514687","4726","4726","4726","","","","0","0","0"
"515622","4727","4727","4727","0","0","0","","",""
"515675","4728","4728","4728","0","0","0","","",""
"515687","4737","4737","4737","","","","1","1","1"
"515870","4738","4738","4738","","","","13","13","13"
"516675","4739","4739","4739","2","2","2","","",""
"516870","4748","4748","4748","","","","2","2","2"
"517675","4749","4749","4749","0","0","0","","",""
"517870","4758","4758","4758","","","","1","1","1"
"518675","4759","4759","4759","0","0","0","","",""
"518870","4762","4762","4762","","","","0","0","0"
"519675","4763","4763","4763","0","0","0","","",""
"519870","4767","4767","4767","","","","0","0","0"
"520370","4768","4768","4768","0","0","0","","",""
"520870","4777","4777","4777","","","","2","2","2"
"521370","4778","4778","4778","0","0","0","","",""
"521397","4784","4784","4784","","","","2","2","2"
"522370","4785","4785","4785","0","0","0","","",""
"522397","4792","4792","4792","","","","0","0","0"
"522561","4786","4786","4786","2","2","2","","",""
"523397","4798","4798","4798","","","","0","0","0"
"523561","4793","4793","4793","0","0","0","","",""
"524115","4794","4794","4794","0","0","0","","",""
"524397","4805","4805","4805","","","","0","0","0"
"525115","4799","4799","4799","1","1","1","","",""
"525355","4806","4806","4806","0","0","0","","",""
"525397","4815","4815","4815","","","","0","0","0"
"525612","4816","4816","4816","","","","1","1","1"
"525837","4817","4817","4817","","","","2","2","2"
"526355","4818","4818","4818","0","0","0","","",""
"526626","4819","4819","4819","0","0","0","","",""
"526837","4827","4827","4827","","","","0","0","0"
"526900","4820","4820","4820","1","1","1","","",""
"526971","4828","4828","4828","","","","0","0","0"
"527055","4821","4821","4821","2","2","2","","",""
"527971","4835","4835","4835","","","","0","0","0"
"528055","4829","4829","4829","0","0","0","","",""
"528971","4842","4842","4842","","","","0","0","0"
"529055","4836","4836","4836","1","1","1","","",""
"529522","4843","4843","4843","0","0","0","","",""
"529971","4852","4852","4852","","","","0","0","0"
"530522","4853","4853","4853","0","0","0","","",""
"530971","4857","4857","4857","","","","0","0","0"
"531522","4858","4858","4858","0","0","0","","",""
"531971","4864","4864","4864","","","","0","0","0"
"532248","4865","4865","4865","","","","3","3","3"
"532522","4866","4866","4866","0","0","0","","",""
"532812","4875","4875","4875","","","","0","0","0"
"533522","4876","4876","4876","0","0","0","","",""
"533812","4883","4883","4883","","","","0","0","0"
"534344","4884","4884","4884","","","","1","1","1"
"534522","4877","4877","4877","1","1","1","","",""
"534549","4885","4885","4885","0","0","0","","",""
"534627","4886","4886","4886","0","0","0","","",""
"535344","4892","4892","4892","","","","1","1","1"
"535627","4893","4893","4893","0","0","0","","",""
"536344","4897","4897","4897","","","","0","0","0"
"536627","4898","4898","4898","0","0","0","","",""
"537344","4907","4907","4907","","","","0","0","0"
"537627","4908","4908","4908","0","0","0","","",""
"537635","4909","4909","4909","1","1","1","","",""
"538344","4915","4915","4915","","","","0","0","0"
"538365","4916","4916","4916","","","","1","1","1"
"538383","4917","4917","4917","","","","1","1","1"
"538635","4918","4918","4918","0","0","0","","",""
"539383","4922","4922","4922","","","","0","0","0"
"539504","4923","4923","4923","","","","1","1","1"
"539549","4924","4924","4924","","","","0","0","0"
"539635","4919","4919","4919","2","2","2","","",""
"540549","4933","4933","4933","","","","1","1","1"
"540625","4934","4934","4934","","","","0","0","0"
"540635","4925","4925","4925","0","0","0","","",""
"540655","4926","4926","4926","0","0","0","","",""
"541625","4943","4943","4943","","","","0","0","0"
"541655","4935","4935","4935","0","0","0","","",""
"542127","4953","4953","4953","","","","0","0","0"
"542210","4954","4954","4954","","","","1","1","1"
"542655","4944","4944","4944","0","0","0","","",""
"543210","4965","4965","4965","","","","0","0","0"
"543655","4955","4955","4955","0","0","0","","",""
"543679","4956","4956","4956","0","0","0","","",""
"544210","4975","4975","4975","","","","0","0","0"
"544679","4966","4966","4966","0","0","0","","",""
"545210","4983","4983","4983","","","","0","0","0"
"545679","4976","4976","4976","0","0","0","","",""
"545732","4977","4977","4977","0","0","0","","",""
"546210","4988","4988","4988","","","","0","0","0"
"546732","4984","4984","4984","0","0","0","","",""
"547210","4996","4996","4996","","","","0","0","0"
"547732","4989","4989","4989","0","0","0","","",""
"547797","4990","4990","4990","1","1","1","","",""
"547843","4997","4997","4997","0","0","0","","",""
"547910","4998","4998","4998","0","0","0","","",""
"547958","4999","4999","4999","1","1","1","","",""
"548035","5000","5000","5000","1","1","1","","",""
"548210","5004","5004","5004","","","","0","0","0"
"548570","5001","5001","5001","1","1","1","","",""
"549210","5014","5014","5014","","","","0","0","0"
"549570","5005","5005","5005","0","0","0","","",""
"550210","5022","5022","5022","","","","0","0","0"
"550570","5015","5015","5015","0","0","0","","",""
"550613","5016","5016","5016","1","1","1","","",""
"551210","5032","5032","5032","","","","0","0","0"
"551613","5023","5023","5023","0","0","0","","",""
"552210","5042","5042","5042","","","","0","0","0"
"552613","5033","5033","5033","0","0","0","","",""
"553210","5050","5050","5050","","","","0","0","0"
"553273","5051","5051","5051","","","","0","0","0"
"553613","5043","5043","5043","0","0","0","","",""
"553646","5044","5044","5044","1","1","1","","",""
"554273","5060","5060","5060","","","","0","0","0"
"554646","5052","5052","5052","0","0","0","","",""
"554673","5053","5053","5053","0","0","0","","",""
"555001","5054","5054","5054","0","0","0","","",""
"555273","5070","5070","5070","","","","0","0","0"
"556001","5061","5061","5061","0","0","0","","",""
"556273","5080","5080","5080","","","","0","0","0"
"556365","5081","5081","5081","","","","1","1","1"
"556386","5082","5082","5082","","","","0","0","0"
"557001","5071","5071","5071","1","1","1","","",""
"557059","5083","5083","5083","0","0","0","","",""
"557126","5084","5084","5084","0","0","0","","",""
"557386","5093","5093","5093","","","","0","0","0"
"558126","5094","5094","5094","0","0","0","","",""
"558386","5103","5103","5103","","","","0","0","0"
"559126","5104","5104","5104","0","0","0","","",""
"559386","5113","5113","5113","","","","0","0","0"
"560126","5105","5105","5105","0","0","0","","",""
"560141","5114","5114","5114","0","0","0","","",""
"560176","5115","5115","5115","0","0","0","","",""
"560386","5124","5124","5124","","","","0","0","0"
"561176","5125","5125","5125","0","0","0","","",""
"561212","5126","5126","5126","0","0","0","","",""
"561386","5132","5132","5132","","","","0","0","0"
"562212","5133","5133","5133","0","0","0","","",""
"562386","5142","5142","5142","","","","0","0","0"
"562513","5143","5143","5143","","","","3","3","3"
"563212","5144","5144","5144","0","0","0","","",""
"563513","5149","5149","5149","","","","0","0","0"
"563872","5145","5145","5145","1","1","1","","",""
"564513","5153","5153","5153","","","","0","0","0"
"564872","5150","5150","5150","0","0","0","","",""
"565513","5163","5163","5163","","","","0","0","0"
"565872","5154","5154","5154","0","0","0","","",""
"566513","5168","5168","5168","","","","0","0","0"
"566872","5164","5164","5164","0","0","0","","",""
"567513","5175","5175","5175","","","","0","0","0"
"567575","5176","5176","5176","","","","0","0","0"
"567592","5177","5177","5177","","","","0","0","0"
"567872","5169","5169","5169","0","0","0","","",""
"568592","5182","5182","5182","","","","0","0","0"
"568697","5183","5183","5183","","","","0","0","0"
"568704","5184","5184","5184","","","","1","1","1"
"568872","5178","5178","5178","0","0","0","","",""
"569704","5191","5191","5191","","","","0","0","0"
"569872","5185","5185","5185","0","0","0","","",""
"570195","5192","5192","5192","","","","2","2","2"
"570201","5193","5193","5193","","","","0","0","0"
"570234","5194","5194","5194","","","","0","0","0"
"570872","5195","5195","5195","0","0","0","","",""
"571234","5198","5198","5198","","","","0","0","0"
"571872","5199","5199","5199","0","0","0","","",""
"572234","5208","5208","5208","","","","1","1","1"
"572262","5209","5209","5209","","","","0","0","0"
"572314","5210","5210","5210","","","","0","0","0"
"572872","5211","5211","5211","0","0","0","","",""
"573314","5220","5220","5220","","","","0","0","0"
"573872","5221","5221","5221","0","0","0","","",""
"573914","5222","5222","5222","2","2","2","","",""
"574314","5231","5231","5231","","","","0","0","0"
"574415","5232","5232","5232","","","","1","1","1"
"574512","5236","5236","5236","","","","0","0","0"
"574914","5233","5233","5233","0","0","0","","",""
"575512","5244","5244","5244","","","","0","0","0"
"575518","5245","5245","5245","","","","0","0","0"
"575597","5246","5246","5246","","","","1","1","1"
"575796","5237","5237","5237","0","0","0","","",""
"576597","5255","5255","5255","","","","0","0","0"
"576796","5247","5247","5247","0","0","0","","",""
"577597","5265","5265","5265","","","","0","0","0"
"577796","5256","5256","5256","0","0","0","","",""
"578597","5275","5275","5275","","","","0","0","0"
"578796","5266","5266","5266","0","0","0","","",""
"579597","5285","5285","5285","","","","0","0","0"
"579796","5276","5276","5276","0","0","0","","",""
"580597","5286","5286","5286","","","","0","0","0"
"580644","5293","5293","5293","","","","0","0","0"
"580796","5287","5287","5287","0","0","0","","",""
"581644","5303","5303","5303","","","","0","0","0"
"581796","5294","5294","5294","0","0","0","","",""
"582644","5304","5304","5304","","","","0","0","0"
"582657","5314","5314","5314","","","","0","0","0"
"582796","5305","5305","5305","0","0","0","","",""
"583657","5315","5315","5315","","","","0","0","0"
"583796","5316","5316","5316","0","0","0","","",""
"583819","5317","5317","5317","0","0","0","","",""
"584657","5325","5325","5325","","","","0","0","0"
"584819","5326","5326","5326","0","0","0","","",""
"585657","5335","5335","5335","","","","0","0","0"
"585819","5336","5336","5336","0","0","0","","",""
"586657","5345","5345","5345","","","","0","0","0"
"586819","5346","5346","5346","0","0","0","","",""
"587657","5355","5355","5355","","","","0","0","0"
"587819","5356","5356","5356","0","0","0","","",""
"588657","5362","5362","5362","","","","0","0","0"
"588819","5363","5363","5363","0","0","0","","",""
"589657","5373","5373","5373","","","","0","0","0"
"589819","5364","5364","5364","0","0","0","","",""
"590657","5383","5383","5383","","","","0","0","0"
"590819","5374","5374","5374","0","0","0","","",""
"591657","5392","5392","5392","","","","0","0","0"
"591764","5393","5393","5393","","","","1","1","1"
"591819","5384","5384","5384","0","0","0","","",""
"592764","5403","5403","5403","","","","0","0","0"
"592819","5394","5394","5394","1","1","1","","",""
"593764","5413","5413","5413","","","","0","0","0"
"593819","5404","5404","5404","0","0","0","","",""
"593891","5414","5414","5414","","","","0","0","0"
"594819","5415","5415","5415","0","0","0","","",""
"594891","5424","5424","5424","","","","1","1","1"
"594991","5434","5434","5434","","","","1","1","1"
"595819","5425","5425","5425","0","0","0","","",""
"595991","5441","5441","5441","","","","0","0","0"
"596819","5435","5435","5435","0","0","0","","",""
"596991","5442","5442","5442","","","","0","0","0"
"597819","5443","5443","5443","0","0","0","","",""
"597991","5449","5449","5449","","","","0","0","0"
"598114","5454","5454","5454","","","","0","0","0"
"598819","5450","5450","5450","0","0","0","","",""
"599114","5463","5463","5463","","","","0","0","0"
"599134","5464","5464","5464","","","","0","0","0"
"599168","5455","5455","5455","0","0","0","","",""
"600134","5476","5476","5476","","","","0","0","0"
"600168","5465","5465","5465","0","0","0","","",""
"600217","5466","5466","5466","0","0","0","","",""
"600228","5467","5467","5467","0","0","0","","",""
"601134","5486","5486","5486","","","","0","0","0"
"601228","5477","5477","5477","0","0","0","","",""
"602134","5491","5491","5491","","","","0","0","0"
"602177","5492","5492","5492","","","","0","0","0"
"602228","5487","5487","5487","0","0","0","","",""
"603177","5501","5501","5501","","","","0","0","0"
"603228","5493","5493","5493","0","0","0","","",""
"604177","5510","5510","5510","","","","0","0","0"
"604228","5502","5502","5502","0","0","0","","",""
"604251","5503","5503","5503","0","0","0","","",""
"605177","5511","5511","5511","","","","0","0","0"
"605251","5512","5512","5512","0","0","0","","",""
"606177","5520","5520","5520","","","","1","1","1"
"606251","5521","5521","5521","0","0","0","","",""
"606274","5522","5522","5522","0","0","0","","",""
"607177","5529","5529","5529","","","","0","0","0"
"607274","5530","5530","5530","0","0","0","","",""
"608177","5533","5533","5533","","","","0","0","0"
"608274","5534","5534","5534","0","0","0","","",""
"608365","5535","5535","5535","1","1","1","","",""
"609177","5544","5544","5544","","","","2","2","2"
"609215","5545","5545","5545","","","","0","0","0"
"609365","5546","5546","5546","0","0","0","","",""
"610215","5555","5555","5555","","","","0","0","0"
"610296","5556","5556","5556","","","","0","0","0"
"610365","5557","5557","5557","0","0","0","","",""
"611296","5563","5563","5563","","","","0","0","0"
"611338","5564","5564","5564","0","0","0","","",""
"612296","5569","5569","5569","","","","0","0","0"
"612338","5565","5565","5565","3","3","3","","",""
"613296","5573","5573","5573","","","","0","0","0"
"613338","5570","5570","5570","0","0","0","","",""
"614296","5583","5583","5583","","","","0","0","0"
"614338","5574","5574","5574","0","0","0","","",""
"615296","5593","5593","5593","","","","0","0","0"
"615338","5584","5584","5584","0","0","0","","",""
"616296","5603","5603","5603","","","","0","0","0"
