"play/step","climber_200_easy - _step","climber_200_easy - _step__MIN","climber_200_easy - _step__MAX","climber_200_easy - play/episodic_reward","climber_200_easy - play/episodic_reward__MIN","climber_200_easy - play/episodic_reward__MAX","climber_200_easy - test/episodic_reward","climber_200_easy - test/episodic_reward__MIN","climber_200_easy - test/episodic_reward__MAX"
"1772381","15736","15736","15736","0","0","0","","",""
"1772480","15737","15737","15737","11","11","11","","",""
"1773199","15754","15754","15754","","","","0","0","0"
"1773480","15748","15748","15748","0","0","0","","",""
"1774079","15755","15755","15755","0","0","0","","",""
"1774199","15764","15764","15764","","","","0","0","0"
"1775079","15765","15765","15765","0","0","0","","",""
"1775199","15774","15774","15774","","","","0","0","0"
"1776079","15775","15775","15775","0","0","0","","",""
"1776199","15783","15783","15783","","","","0","0","0"
"1777079","15784","15784","15784","0","0","0","","",""
"1777170","15785","15785","15785","11","11","11","","",""
"1777199","15794","15794","15794","","","","0","0","0"
"1778170","15795","15795","15795","0","0","0","","",""
"1778199","15802","15802","15802","","","","0","0","0"
"1778267","15796","15796","15796","0","0","0","","",""
"1779199","15812","15812","15812","","","","0","0","0"
"1779267","15803","15803","15803","0","0","0","","",""
"1780199","15822","15822","15822","","","","0","0","0"
"1780267","15813","15813","15813","0","0","0","","",""
"1781199","15832","15832","15832","","","","0","0","0"
"1781267","15823","15823","15823","0","0","0","","",""
"1782199","15842","15842","15842","","","","0","0","0"
"1782267","15833","15833","15833","1","1","1","","",""
"1783199","15851","15851","15851","","","","0","0","0"
"1783267","15843","15843","15843","0","0","0","","",""
"1784199","15861","15861","15861","","","","0","0","0"
"1784267","15852","15852","15852","0","0","0","","",""
"1785199","15868","15868","15868","","","","0","0","0"
"1785267","15862","15862","15862","0","0","0","","",""
"1786199","15876","15876","15876","","","","0","0","0"
"1786267","15869","15869","15869","1","1","1","","",""
"1787199","15880","15880","15880","","","","1","1","1"
"1787267","15877","15877","15877","0","0","0","","",""
"1787451","15881","15881","15881","","","","1","1","1"
"1788267","15882","15882","15882","0","0","0","","",""
"1788451","15886","15886","15886","","","","1","1","1"
"1789267","15887","15887","15887","0","0","0","","",""
"1789451","15896","15896","15896","","","","0","0","0"
"1790267","15897","15897","15897","0","0","0","","",""
"1790451","15905","15905","15905","","","","0","0","0"
"1791267","15906","15906","15906","0","0","0","","",""
"1791451","15915","15915","15915","","","","0","0","0"
"1791739","15916","15916","15916","","","","0","0","0"
"1792267","15917","15917","15917","0","0","0","","",""
"1792710","15926","15926","15926","","","","0","0","0"
"1793267","15927","15927","15927","0","0","0","","",""
"1793453","15928","15928","15928","0","0","0","","",""
"1793710","15937","15937","15937","","","","0","0","0"
"1794453","15938","15938","15938","0","0","0","","",""
"1794710","15947","15947","15947","","","","0","0","0"
"1795453","15948","15948","15948","0","0","0","","",""
"1795710","15957","15957","15957","","","","0","0","0"
"1795718","15949","15949","15949","11","11","11","","",""
"1796710","15967","15967","15967","","","","0","0","0"
"1796718","15958","15958","15958","0","0","0","","",""
"1797338","15977","15977","15977","","","","11","11","11"
"1797718","15968","15968","15968","0","0","0","","",""
"1798338","15982","15982","15982","","","","0","0","0"
"1798718","15978","15978","15978","0","0","0","","",""
"1799338","15991","15991","15991","","","","0","0","0"
"1799718","15983","15983","15983","0","0","0","","",""
"1799905","15992","15992","15992","","","","0","0","0"
"1800342","15993","15993","15993","11","11","11","","",""
"1800544","15994","15994","15994","1","1","1","","",""
"1800905","16003","16003","16003","","","","0","0","0"
"1801544","16004","16004","16004","0","0","0","","",""
"1801905","16013","16013","16013","","","","0","0","0"
"1802544","16014","16014","16014","0","0","0","","",""
"1802843","16015","16015","16015","11","11","11","","",""
"1802905","16024","16024","16024","","","","0","0","0"
"1803843","16025","16025","16025","0","0","0","","",""
"1803905","16034","16034","16034","","","","0","0","0"
"1804380","16041","16041","16041","","","","11","11","11"
"1804843","16035","16035","16035","0","0","0","","",""
"1805380","16053","16053","16053","","","","0","0","0"
"1805556","16054","16054","16054","","","","0","0","0"
"1805843","16042","16042","16042","0","0","0","","",""
"1805966","16043","16043","16043","0","0","0","","",""
"1806033","16044","16044","16044","11","11","11","","",""
"1806556","16063","16063","16063","","","","0","0","0"
"1806702","16064","16064","16064","","","","11","11","11"
"1807033","16055","16055","16055","0","0","0","","",""
"1807702","16074","16074","16074","","","","0","0","0"
"1808033","16065","16065","16065","0","0","0","","",""
"1808702","16085","16085","16085","","","","0","0","0"
"1809033","16075","16075","16075","0","0","0","","",""
"1809154","16076","16076","16076","0","0","0","","",""
"1809702","16092","16092","16092","","","","0","0","0"
"1810154","16086","16086","16086","0","0","0","","",""
"1810702","16103","16103","16103","","","","0","0","0"
"1810745","16104","16104","16104","","","","0","0","0"
"1811154","16093","16093","16093","0","0","0","","",""
"1811335","16094","16094","16094","12","12","12","","",""
"1811745","16111","16111","16111","","","","0","0","0"
"1811878","16112","16112","16112","","","","1","1","1"
"1812122","16113","16113","16113","","","","0","0","0"
"1812335","16105","16105","16105","1","1","1","","",""
"1813122","16123","16123","16123","","","","0","0","0"
"1813167","16124","16124","16124","","","","0","0","0"
"1813335","16114","16114","16114","0","0","0","","",""
"1814167","16135","16135","16135","","","","0","0","0"
"1814335","16125","16125","16125","0","0","0","","",""
"1814429","16126","16126","16126","12","12","12","","",""
"1815167","16145","16145","16145","","","","0","0","0"
"1815280","16146","16146","16146","","","","0","0","0"
"1815295","16147","16147","16147","","","","0","0","0"
"1815429","16136","16136","16136","0","0","0","","",""
"1816295","16156","16156","16156","","","","0","0","0"
"1816429","16148","16148","16148","0","0","0","","",""
"1817295","16167","16167","16167","","","","0","0","0"
"1817429","16157","16157","16157","0","0","0","","",""
"1817487","16158","16158","16158","11","11","11","","",""
"1818295","16177","16177","16177","","","","0","0","0"
"1818487","16168","16168","16168","0","0","0","","",""
"1818724","16178","16178","16178","11","11","11","","",""
"1819295","16184","16184","16184","","","","0","0","0"
"1819392","16185","16185","16185","","","","0","0","0"
"1819620","16186","16186","16186","","","","11","11","11"
"1819724","16187","16187","16187","0","0","0","","",""
"1820620","16196","16196","16196","","","","1","1","1"
"1820724","16197","16197","16197","0","0","0","","",""
"1821180","16198","16198","16198","0","0","0","","",""
"1821620","16204","16204","16204","","","","0","0","0"
"1822180","16205","16205","16205","0","0","0","","",""
"1822620","16214","16214","16214","","","","0","0","0"
"1822712","16215","16215","16215","","","","11","11","11"
"1822769","16225","16225","16225","","","","11","11","11"
"1823180","16216","16216","16216","0","0","0","","",""
"1823769","16235","16235","16235","","","","0","0","0"
"1824180","16226","16226","16226","0","0","0","","",""
"1824769","16244","16244","16244","","","","0","0","0"
"1825180","16236","16236","16236","0","0","0","","",""
"1825769","16245","16245","16245","","","","0","0","0"
"1826180","16246","16246","16246","0","0","0","","",""
"1826769","16253","16253","16253","","","","1","1","1"
"1827180","16254","16254","16254","0","0","0","","",""
"1827769","16262","16262","16262","","","","0","0","0"
"1827846","16274","16274","16274","","","","0","0","0"
"1828180","16263","16263","16263","0","0","0","","",""
"1828209","16264","16264","16264","11","11","11","","",""
"1828267","16265","16265","16265","0","0","0","","",""
"1828846","16275","16275","16275","","","","0","0","0"
"1828976","16285","16285","16285","","","","0","0","0"
"1829267","16276","16276","16276","0","0","0","","",""
"1829976","16295","16295","16295","","","","0","0","0"
"1830267","16286","16286","16286","0","0","0","","",""
"1830976","16302","16302","16302","","","","0","0","0"
"1831267","16296","16296","16296","0","0","0","","",""
"1831976","16312","16312","16312","","","","0","0","0"
"1832267","16303","16303","16303","0","0","0","","",""
"1832976","16323","16323","16323","","","","0","0","0"
"1833267","16313","16313","16313","0","0","0","","",""
"1833335","16314","16314","16314","0","0","0","","",""
"1833976","16324","16324","16324","","","","0","0","0"
"1833995","16331","16331","16331","","","","0","0","0"
"1834335","16325","16325","16325","0","0","0","","",""
"1834995","16332","16332","16332","","","","0","0","0"
"1835225","16333","16333","16333","0","0","0","","",""
"1835995","16342","16342","16342","","","","0","0","0"
"1836123","16351","16351","16351","","","","0","0","0"
"1836225","16343","16343","16343","0","0","0","","",""
"1837123","16361","16361","16361","","","","0","0","0"
"1837225","16352","16352","16352","0","0","0","","",""
"1838123","16371","16371","16371","","","","0","0","0"
"1838225","16362","16362","16362","0","0","0","","",""
"1839070","16372","16372","16372","","","","11","11","11"
"1839225","16373","16373","16373","0","0","0","","",""
"1840070","16382","16382","16382","","","","0","0","0"
"1840225","16383","16383","16383","0","0","0","","",""
"1841070","16392","16392","16392","","","","1","1","1"
"1841225","16393","16393","16393","0","0","0","","",""
"1841463","16401","16401","16401","","","","1","1","1"
"1841921","16402","16402","16402","","","","2","2","2"
"1841966","16403","16403","16403","","","","0","0","0"
"1841979","16404","16404","16404","","","","11","11","11"
"1842018","16405","16405","16405","","","","0","0","0"
"1842225","16406","16406","16406","0","0","0","","",""
"1843018","16415","16415","16415","","","","2","2","2"
"1843225","16416","16416","16416","0","0","0","","",""
"1843345","16417","16417","16417","0","0","0","","",""
"1844018","16426","16426","16426","","","","0","0","0"
"1844345","16427","16427","16427","0","0","0","","",""
"1844458","16428","16428","16428","11","11","11","","",""
"1845018","16434","16434","16434","","","","0","0","0"
"1845458","16435","16435","16435","0","0","0","","",""
"1846018","16444","16444","16444","","","","0","0","0"
"1846458","16445","16445","16445","0","0","0","","",""
"1847018","16454","16454","16454","","","","0","0","0"
"1847423","16466","16466","16466","","","","0","0","0"
"1847458","16455","16455","16455","0","0","0","","",""
"1847493","16456","16456","16456","11","11","11","","",""
"1847495","16467","16467","16467","","","","0","0","0"
"1847513","16457","16457","16457","0","0","0","","",""
"1847605","16468","16468","16468","","","","12","12","12"
"1847687","16469","16469","16469","","","","0","0","0"
"1848513","16470","16470","16470","0","0","0","","",""
"1848687","16478","16478","16478","","","","0","0","0"
"1849513","16479","16479","16479","0","0","0","","",""
"1849687","16488","16488","16488","","","","0","0","0"
"1850393","16495","16495","16495","","","","11","11","11"
"1850513","16489","16489","16489","0","0","0","","",""
"1850713","16496","16496","16496","","","","0","0","0"
"1851513","16497","16497","16497","0","0","0","","",""
"1851573","16498","16498","16498","11","11","11","","",""
"1851713","16507","16507","16507","","","","0","0","0"
"1852573","16508","16508","16508","0","0","0","","",""
"1852713","16518","16518","16518","","","","0","0","0"
"1852741","16509","16509","16509","12","12","12","","",""
"1853713","16528","16528","16528","","","","0","0","0"
"1853741","16519","16519","16519","0","0","0","","",""
"1854713","16539","16539","16539","","","","0","0","0"
"1854741","16529","16529","16529","0","0","0","","",""
"1854768","16540","16540","16540","","","","0","0","0"
"1854835","16530","16530","16530","11","11","11","","",""
"1855768","16549","16549","16549","","","","0","0","0"
"1855835","16541","16541","16541","0","0","0","","",""
"1856768","16560","16560","16560","","","","0","0","0"
"1856835","16550","16550","16550","0","0","0","","",""
"1856906","16551","16551","16551","0","0","0","","",""
"1857768","16570","16570","16570","","","","0","0","0"
"1857906","16561","16561","16561","0","0","0","","",""
"1858768","16581","16581","16581","","","","0","0","0"
"1858805","16582","16582","16582","","","","0","0","0"
"1858906","16571","16571","16571","0","0","0","","",""
"1858945","16572","16572","16572","0","0","0","","",""
"1859805","16592","16592","16592","","","","0","0","0"
"1859945","16583","16583","16583","0","0","0","","",""
"1860805","16601","16601","16601","","","","0","0","0"
"1860929","16602","16602","16602","","","","12","12","12"
"1860945","16593","16593","16593","0","0","0","","",""
"1861929","16612","16612","16612","","","","0","0","0"
"1861945","16603","16603","16603","0","0","0","","",""
"1862929","16623","16623","16623","","","","0","0","0"
"1862945","16613","16613","16613","0","0","0","","",""
"1863014","16624","16624","16624","","","","0","0","0"
"1863110","16614","16614","16614","12","12","12","","",""
"1864014","16636","16636","16636","","","","0","0","0"
"1864110","16625","16625","16625","0","0","0","","",""
"1864228","16626","16626","16626","11","11","11","","",""
"1864345","16627","16627","16627","0","0","0","","",""
"1864724","16637","16637","16637","0","0","0","","",""
"1865014","16644","16644","16644","","","","0","0","0"
"1865724","16638","16638","16638","1","1","1","","",""
"1866014","16654","16654","16654","","","","0","0","0"
"1866057","16655","16655","16655","","","","1","1","1"
"1866125","16645","16645","16645","11","11","11","","",""
"1867057","16662","16662","16662","","","","0","0","0"
"1867090","16663","16663","16663","","","","0","0","0"
"1867125","16656","16656","16656","0","0","0","","",""
"1867150","16664","16664","16664","","","","0","0","0"
"1867229","16665","16665","16665","","","","0","0","0"
"1868125","16666","16666","16666","1","1","1","","",""
"1868162","16667","16667","16667","0","0","0","","",""
"1868229","16676","16676","16676","","","","0","0","0"
"1869162","16677","16677","16677","0","0","0","","",""
"1869229","16687","16687","16687","","","","0","0","0"
"1869345","16688","16688","16688","","","","0","0","0"
"1869723","16678","16678","16678","0","0","0","","",""
"1870345","16697","16697","16697","","","","0","0","0"
"1870650","16698","16698","16698","","","","1","1","1"
"1870723","16689","16689","16689","0","0","0","","",""
"1871650","16709","16709","16709","","","","0","0","0"
"1871704","16710","16710","16710","","","","11","11","11"
"1871723","16699","16699","16699","0","0","0","","",""
"1871833","16700","16700","16700","0","0","0","","",""
"1872704","16720","16720","16720","","","","2","2","2"
"1872739","16721","16721","16721","","","","0","0","0"
"1872833","16711","16711","16711","0","0","0","","",""
"1873739","16731","16731","16731","","","","0","0","0"
"1873833","16722","16722","16722","0","0","0","","",""
"1874739","16742","16742","16742","","","","0","0","0"
"1874833","16732","16732","16732","0","0","0","","",""
"1874853","16733","16733","16733","0","0","0","","",""
"1875371","16743","16743","16743","11","11","11","","",""
"1875512","16751","16751","16751","","","","0","0","0"
"1875659","16752","16752","16752","","","","11","11","11"
"1876371","16753","16753","16753","0","0","0","","",""
"1876659","16762","16762","16762","","","","1","1","1"
"1876810","16763","16763","16763","","","","11","11","11"
"1877371","16764","16764","16764","0","0","0","","",""
"1877521","16773","16773","16773","","","","12","12","12"
"1877727","16774","16774","16774","","","","0","0","0"
"1877792","16775","16775","16775","","","","0","0","0"
"1878371","16776","16776","16776","0","0","0","","",""
"1878513","16785","16785","16785","","","","0","0","0"
"1878575","16786","16786","16786","","","","0","0","0"
"1879371","16787","16787","16787","0","0","0","","",""
"1879575","16797","16797","16797","","","","0","0","0"
"1879680","16788","16788","16788","1","1","1","","",""
"1879692","16798","16798","16798","","","","0","0","0"
"1879734","16799","16799","16799","","","","0","0","0"
"1879810","16800","16800","16800","","","","0","0","0"
"1880680","16801","16801","16801","0","0","0","","",""
"1880810","16807","16807","16807","","","","0","0","0"
"1881680","16808","16808","16808","0","0","0","","",""
"1881810","16817","16817","16817","","","","0","0","0"
"1881883","16818","16818","16818","","","","0","0","0"
"1882680","16819","16819","16819","0","0","0","","",""
"1882883","16827","16827","16827","","","","0","0","0"
"1882922","16828","16828","16828","","","","1","1","1"
"1883680","16829","16829","16829","0","0","0","","",""
"1883922","16838","16838","16838","","","","0","0","0"
"1884680","16839","16839","16839","0","0","0","","",""
"1884922","16848","16848","16848","","","","0","0","0"
"1884981","16849","16849","16849","","","","0","0","0"
"1885577","16859","16859","16859","","","","11","11","11"
"1885680","16850","16850","16850","0","0","0","","",""
"1885725","16860","16860","16860","","","","0","0","0"
"1885731","16861","16861","16861","","","","0","0","0"
"1886380","16873","16873","16873","","","","11","11","11"
"1886680","16862","16862","16862","0","0","0","","",""
"1886750","16863","16863","16863","0","0","0","","",""
"1886869","16864","16864","16864","0","0","0","","",""
"1886908","16874","16874","16874","","","","0","0","0"
"1887869","16875","16875","16875","0","0","0","","",""
"1887908","16884","16884","16884","","","","0","0","0"
"1887917","16885","16885","16885","","","","0","0","0"
"1887972","16876","16876","16876","11","11","11","","",""
"1888132","16886","16886","16886","","","","1","1","1"
"1888179","16887","16887","16887","","","","0","0","0"
"1888972","16888","16888","16888","1","1","1","","",""
"1889179","16897","16897","16897","","","","0","0","0"
"1889972","16898","16898","16898","0","0","0","","",""
"1890179","16907","16907","16907","","","","0","0","0"
"1890972","16908","16908","16908","0","0","0","","",""
"1891179","16914","16914","16914","","","","0","0","0"
"1891972","16915","16915","16915","0","0","0","","",""
"1892179","16924","16924","16924","","","","0","0","0"
"1892972","16925","16925","16925","1","1","1","","",""
"1893016","16926","16926","16926","0","0","0","","",""
"1893179","16935","16935","16935","","","","0","0","0"
"1893213","16936","16936","16936","","","","0","0","0"
"1893588","16947","16947","16947","","","","0","0","0"
"1894016","16937","16937","16937","0","0","0","","",""
"1894296","16938","16938","16938","12","12","12","","",""
"1894465","16948","16948","16948","11","11","11","","",""
"1894588","16956","16956","16956","","","","0","0","0"
"1895465","16957","16957","16957","0","0","0","","",""
"1895588","16967","16967","16967","","","","0","0","0"
"1895696","16958","16958","16958","0","0","0","","",""
"1895732","16968","16968","16968","","","","1","1","1"
"1896696","16969","16969","16969","0","0","0","","",""
"1896732","16980","16980","16980","","","","0","0","0"
"1896759","16970","16970","16970","11","11","11","","",""
"1896819","16971","16971","16971","11","11","11","","",""
"1897732","16990","16990","16990","","","","0","0","0"
"1897819","16981","16981","16981","0","0","0","","",""
"1897822","16991","16991","16991","","","","1","1","1"
"1898819","16992","16992","16992","0","0","0","","",""
"1898822","17002","17002","17002","","","","0","0","0"
"1898966","16993","16993","16993","0","0","0","","",""
"1899098","17003","17003","17003","","","","12","12","12"
"1899966","17004","17004","17004","0","0","0","","",""
"1900098","17012","17012","17012","","","","0","0","0"
"1900116","17013","17013","17013","","","","0","0","0"
"1900966","17014","17014","17014","0","0","0","","",""
"1901116","17023","17023","17023","","","","0","0","0"
"1901966","17024","17024","17024","0","0","0","","",""
"1902116","17033","17033","17033","","","","0","0","0"
"1902238","17034","17034","17034","","","","11","11","11"
"1902966","17035","17035","17035","0","0","0","","",""
"1903238","17044","17044","17044","","","","0","0","0"
"1903543","17045","17045","17045","","","","1","1","1"
"1903584","17046","17046","17046","","","","0","0","0"
"1903598","17047","17047","17047","","","","0","0","0"
"1903966","17048","17048","17048","0","0","0","","",""
"1904598","17057","17057","17057","","","","0","0","0"
"1904642","17068","17068","17068","","","","0","0","0"
"1904709","17058","17058","17058","0","0","0","","",""
"1904728","17059","17059","17059","0","0","0","","",""
"1904859","17060","17060","17060","0","0","0","","",""
"1905642","17069","17069","17069","","","","0","0","0"
"1905859","17070","17070","17070","0","0","0","","",""
"1906642","17079","17079","17079","","","","0","0","0"
"1906731","17089","17089","17089","","","","0","0","0"
"1906859","17080","17080","17080","0","0","0","","",""
"1907731","17099","17099","17099","","","","0","0","0"
"1907859","17090","17090","17090","0","0","0","","",""
"1908731","17100","17100","17100","","","","1","1","1"
"1908859","17101","17101","17101","0","0","0","","",""
"1909731","17110","17110","17110","","","","2","2","2"
"1909859","17111","17111","17111","0","0","0","","",""
"1910731","17119","17119","17119","","","","0","0","0"
"1910859","17120","17120","17120","0","0","0","","",""
"1911037","17129","17129","17129","","","","0","0","0"
"1911859","17130","17130","17130","0","0","0","","",""
"1911989","17131","17131","17131","0","0","0","","",""
"1912037","17140","17140","17140","","","","0","0","0"
"1912365","17141","17141","17141","","","","0","0","0"
"1912989","17142","17142","17142","0","0","0","","",""
"1913365","17151","17151","17151","","","","0","0","0"
"1913554","17152","17152","17152","","","","11","11","11"
"1913989","17153","17153","17153","0","0","0","","",""
"1914554","17162","17162","17162","","","","0","0","0"
"1914989","17163","17163","17163","0","0","0","","",""
"1915002","17164","17164","17164","11","11","11","","",""
"1915120","17165","17165","17165","0","0","0","","",""
"1915554","17173","17173","17173","","","","0","0","0"
"1915586","17174","17174","17174","","","","0","0","0"
"1915610","17175","17175","17175","","","","0","0","0"
"1916120","17176","17176","17176","0","0","0","","",""
"1916610","17185","17185","17185","","","","0","0","0"
"1916721","17186","17186","17186","","","","0","0","0"
"1917120","17187","17187","17187","0","0","0","","",""
"1917721","17196","17196","17196","","","","0","0","0"
"1918120","17197","17197","17197","0","0","0","","",""
"1918721","17206","17206","17206","","","","0","0","0"
"1918914","17207","17207","17207","","","","11","11","11"
"1919120","17208","17208","17208","0","0","0","","",""
"1919914","17217","17217","17217","","","","0","0","0"
"1919939","17218","17218","17218","","","","0","0","0"
"1920120","17219","17219","17219","0","0","0","","",""
"1920939","17227","17227","17227","","","","0","0","0"
"1921120","17228","17228","17228","0","0","0","","",""
"1921939","17238","17238","17238","","","","0","0","0"
"1922040","17229","17229","17229","13","13","13","","",""
"1922811","17248","17248","17248","","","","1","1","1"
"1923040","17239","17239","17239","1","1","1","","",""
"1923811","17259","17259","17259","","","","0","0","0"
"1924040","17249","17249","17249","0","0","0","","",""
"1924086","17250","17250","17250","11","11","11","","",""
"1924811","17269","17269","17269","","","","0","0","0"
"1924852","17270","17270","17270","","","","0","0","0"
"1925086","17260","17260","17260","0","0","0","","",""
"1925852","17281","17281","17281","","","","0","0","0"
"1926086","17271","17271","17271","0","0","0","","",""
"1926107","17272","17272","17272","0","0","0","","",""
"1926123","17273","17273","17273","0","0","0","","",""
"1926188","17282","17282","17282","0","0","0","","",""
"1926852","17291","17291","17291","","","","0","0","0"
"1927188","17292","17292","17292","0","0","0","","",""
"1927852","17302","17302","17302","","","","0","0","0"
"1928188","17293","17293","17293","1","1","1","","",""
"1928852","17312","17312","17312","","","","0","0","0"
"1928856","17313","17313","17313","","","","0","0","0"
"1929188","17303","17303","17303","0","0","0","","",""
"1929856","17323","17323","17323","","","","0","0","0"
"1929867","17324","17324","17324","","","","0","0","0"
"1930188","17314","17314","17314","0","0","0","","",""
"1930275","17325","17325","17325","11","11","11","","",""
"1930470","17333","17333","17333","","","","0","0","0"
"1931275","17334","17334","17334","0","0","0","","",""
"1931470","17344","17344","17344","","","","0","0","0"
"1931479","17345","17345","17345","","","","0","0","0"
"1931734","17346","17346","17346","","","","2","2","2"
"1932275","17335","17335","17335","0","0","0","","",""
"1932315","17347","17347","17347","0","0","0","","",""
"1932734","17356","17356","17356","","","","0","0","0"
"1933315","17357","17357","17357","0","0","0","","",""
"1933734","17367","17367","17367","","","","0","0","0"
"1933754","17368","17368","17368","","","","0","0","0"
"1933814","17369","17369","17369","","","","11","11","11"
"1934315","17358","17358","17358","0","0","0","","",""
"1934814","17379","17379","17379","","","","0","0","0"
"1934841","17380","17380","17380","","","","0","0","0"
"1935315","17370","17370","17370","0","0","0","","",""
"1935841","17389","17389","17389","","","","0","0","0"
"1935886","17390","17390","17390","","","","11","11","11"
"1935987","17391","17391","17391","","","","11","11","11"
"1936315","17381","17381","17381","1","1","1","","",""
"1936987","17401","17401","17401","","","","0","0","0"
"1937056","17402","17402","17402","","","","0","0","0"
"1937175","17403","17403","17403","","","","0","0","0"
"1937315","17392","17392","17392","0","0","0","","",""
"1937348","17404","17404","17404","","","","1","1","1"
"1938315","17405","17405","17405","0","0","0","","",""
"1938348","17414","17414","17414","","","","0","0","0"
"1938413","17415","17415","17415","","","","0","0","0"
"1938651","17425","17425","17425","","","","11","11","11"
"1939315","17416","17416","17416","0","0","0","","",""
"1939651","17435","17435","17435","","","","0","0","0"
"1939881","17436","17436","17436","","","","12","12","12"
"1940315","17426","17426","17426","0","0","0","","",""
"1940881","17445","17445","17445","","","","0","0","0"
"1941315","17437","17437","17437","0","0","0","","",""
"1941881","17455","17455","17455","","","","0","0","0"
"1941964","17456","17456","17456","","","","12","12","12"
"1942178","17446","17446","17446","11","11","11","","",""
"1942964","17466","17466","17466","","","","0","0","0"
"1943178","17457","17457","17457","0","0","0","","",""
"1943964","17473","17473","17473","","","","0","0","0"
"1944178","17467","17467","17467","0","0","0","","",""
"1944759","17474","17474","17474","1","1","1","","",""
"1944964","17483","17483","17483","","","","0","0","0"
"1945100","17484","17484","17484","","","","0","0","0"
"1945106","17485","17485","17485","","","","0","0","0"
"1945759","17486","17486","17486","0","0","0","","",""
"1946106","17495","17495","17495","","","","0","0","0"
"1946759","17496","17496","17496","0","0","0","","",""
"1947106","17505","17505","17505","","","","0","0","0"
"1947759","17506","17506","17506","0","0","0","","",""
"1948106","17514","17514","17514","","","","0","0","0"
"1948759","17515","17515","17515","0","0","0","","",""
"1948857","17516","17516","17516","11","11","11","","",""
"1948977","17517","17517","17517","11","11","11","","",""
"1949106","17526","17526","17526","","","","0","0","0"
"1949977","17527","17527","17527","0","0","0","","",""
"1950001","17528","17528","17528","0","0","0","","",""
"1950106","17538","17538","17538","","","","0","0","0"
"1950119","17529","17529","17529","0","0","0","","",""
"1951106","17551","17551","17551","","","","1","1","1"
"1951119","17539","17539","17539","0","0","0","","",""
"1951202","17540","17540","17540","11","11","11","","",""
"1951286","17541","17541","17541","11","11","11","","",""
"1951602","17542","17542","17542","11","11","11","","",""
"1952106","17555","17555","17555","","","","0","0","0"
"1952602","17552","17552","17552","0","0","0","","",""
"1953106","17565","17565","17565","","","","0","0","0"
"1953602","17556","17556","17556","0","0","0","","",""
"1954106","17575","17575","17575","","","","0","0","0"
"1954201","17566","17566","17566","11","11","11","","",""
"1954274","17576","17576","17576","","","","0","0","0"
"1954340","17577","17577","17577","","","","0","0","0"
"1954384","17578","17578","17578","","","","0","0","0"
"1954475","17579","17579","17579","","","","0","0","0"
"1954495","17580","17580","17580","","","","0","0","0"
"1954519","17581","17581","17581","","","","0","0","0"
"1955201","17582","17582","17582","0","0","0","","",""
"1955519","17591","17591","17591","","","","0","0","0"
"1956201","17592","17592","17592","0","0","0","","",""
"1956519","17601","17601","17601","","","","0","0","0"
"1957201","17602","17602","17602","0","0","0","","",""
"1957406","17603","17603","17603","0","0","0","","",""
"1957519","17611","17611","17611","","","","0","0","0"
"1958406","17612","17612","17612","0","0","0","","",""
"1958519","17621","17621","17621","","","","3","3","3"
"1959406","17622","17622","17622","0","0","0","","",""
"1959519","17631","17631","17631","","","","0","0","0"
"1960406","17632","17632","17632","0","0","0","","",""
"1960519","17641","17641","17641","","","","1","1","1"
"1961406","17642","17642","17642","0","0","0","","",""
"1961519","17651","17651","17651","","","","0","0","0"
"1962406","17652","17652","17652","0","0","0","","",""
"1962519","17661","17661","17661","","","","0","0","0"
"1962585","17662","17662","17662","","","","0","0","0"
"1962855","17653","17653","17653","0","0","0","","",""
"1962934","17663","17663","17663","","","","0","0","0"
"1963248","17664","17664","17664","0","0","0","","",""
"1963934","17673","17673","17673","","","","0","0","0"
"1964248","17674","17674","17674","0","0","0","","",""
"1964276","17675","17675","17675","11","11","11","","",""
"1964859","17676","17676","17676","0","0","0","","",""
"1964934","17686","17686","17686","","","","0","0","0"
"1964950","17677","17677","17677","12","12","12","","",""
"1965934","17696","17696","17696","","","","0","0","0"
"1965950","17687","17687","17687","0","0","0","","",""
"1966497","17706","17706","17706","","","","0","0","0"
"1966624","17707","17707","17707","","","","1","1","1"
"1966950","17697","17697","17697","1","1","1","","",""
"1967624","17718","17718","17718","","","","0","0","0"
"1967950","17708","17708","17708","0","0","0","","",""
"1967980","17709","17709","17709","0","0","0","","",""
"1968107","17710","17710","17710","0","0","0","","",""
"1968624","17728","17728","17728","","","","0","0","0"
"1968876","17729","17729","17729","","","","0","0","0"
"1969107","17719","17719","17719","0","0","0","","",""
"1969876","17739","17739","17739","","","","0","0","0"
"1970107","17730","17730","17730","1","1","1","","",""
"1970876","17747","17747","17747","","","","0","0","0"
"1970930","17748","17748","17748","","","","11","11","11"
"1971107","17740","17740","17740","0","0","0","","",""
"1971151","17741","17741","17741","11","11","11","","",""
"1971930","17759","17759","17759","","","","0","0","0"
"1972137","17760","17760","17760","","","","1","1","1"
"1972151","17749","17749","17749","0","0","0","","",""
"1972202","17750","17750","17750","11","11","11","","",""
"1973137","17770","17770","17770","","","","0","0","0"
"1973202","17761","17761","17761","0","0","0","","",""
"1974137","17780","17780","17780","","","","0","0","0"
"1974202","17771","17771","17771","0","0","0","","",""
"1974388","17781","17781","17781","12","12","12","","",""
"1975137","17789","17789","17789","","","","0","0","0"
"1975388","17790","17790","17790","0","0","0","","",""
"1975582","17791","17791","17791","0","0","0","","",""
"1975656","17792","17792","17792","0","0","0","","",""
