"play/step","coinrun_500_hard - _step","coinrun_500_hard - _step__MIN","coinrun_500_hard - _step__MAX","coinrun_500_hard - play/episodic_reward","coinrun_500_hard - play/episodic_reward__MIN","coinrun_500_hard - play/episodic_reward__MAX","coinrun_500_hard - test/episodic_reward","coinrun_500_hard - test/episodic_reward__MIN","coinrun_500_hard - test/episodic_reward__MAX"
"731993","25635","25635","25635","","","","10","10","10"
"731996","25611","25611","25611","10","10","10","","",""
"732032","25636","25636","25636","","","","0","0","0"
"732090","25612","25612","25612","0","0","0","","",""
"732143","25638","25638","25638","","","","0","0","0"
"732276","25642","25642","25642","0","0","0","","",""
"732327","25643","25643","25643","0","0","0","","",""
"732385","25666","25666","25666","","","","0","0","0"
"732454","25645","25645","25645","10","10","10","","",""
"732690","25672","25672","25672","","","","0","0","0"
"732742","25674","25674","25674","","","","0","0","0"
"732765","25650","25650","25650","0","0","0","","",""
"732856","25677","25677","25677","","","","0","0","0"
"732900","25652","25652","25652","10","10","10","","",""
"733005","25682","25682","25682","","","","10","10","10"
"733140","25686","25686","25686","","","","10","10","10"
"733163","25687","25687","25687","","","","0","0","0"
"733268","25688","25688","25688","10","10","10","","",""
"733311","25710","25710","25710","","","","10","10","10"
"733323","25690","25690","25690","0","0","0","","",""
"733766","25718","25718","25718","","","","10","10","10"
"733853","25719","25719","25719","","","","0","0","0"
"733871","25720","25720","25720","","","","0","0","0"
"733993","25702","25702","25702","0","0","0","","",""
"734050","25703","25703","25703","10","10","10","","",""
"734204","25725","25725","25725","","","","10","10","10"
"734389","25752","25752","25752","","","","10","10","10"
"734411","25753","25753","25753","","","","0","0","0"
"734499","25733","25733","25733","0","0","0","","",""
"734663","25736","25736","25736","0","0","0","","",""
"734766","25738","25738","25738","0","0","0","","",""
"734813","25759","25759","25759","","","","0","0","0"
"734975","25742","25742","25742","0","0","0","","",""
"735130","25744","25744","25744","10","10","10","","",""
"735290","25768","25768","25768","0","0","0","","",""
"735292","25789","25789","25789","","","","10","10","10"
"735358","25790","25790","25790","","","","10","10","10"
"735565","25794","25794","25794","","","","10","10","10"
"735588","25795","25795","25795","","","","10","10","10"
"735640","25775","25775","25775","0","0","0","","",""
"735682","25776","25776","25776","10","10","10","","",""
"735815","25799","25799","25799","","","","10","10","10"
"736022","25782","25782","25782","10","10","10","","",""
"736093","25784","25784","25784","0","0","0","","",""
"736094","25803","25803","25803","","","","0","0","0"
"736116","25785","25785","25785","0","0","0","","",""
"736118","25804","25804","25804","","","","10","10","10"
"736156","25805","25805","25805","","","","10","10","10"
"736242","25807","25807","25807","","","","10","10","10"
"736288","25827","25827","25827","","","","10","10","10"
"736308","25828","25828","25828","","","","10","10","10"
"736356","25830","25830","25830","","","","10","10","10"
"736460","25832","25832","25832","","","","10","10","10"
"736510","25833","25833","25833","","","","10","10","10"
"736542","25834","25834","25834","","","","10","10","10"
"736650","25837","25837","25837","","","","0","0","0"
"736823","25812","25812","25812","10","10","10","","",""
"736833","25841","25841","25841","","","","0","0","0"
"736873","25842","25842","25842","","","","10","10","10"
"736899","25843","25843","25843","","","","0","0","0"
"736944","25845","25845","25845","","","","10","10","10"
"737015","25847","25847","25847","","","","0","0","0"
"737093","25817","25817","25817","10","10","10","","",""
"737099","25848","25848","25848","","","","10","10","10"
"737301","25878","25878","25878","","","","10","10","10"
"737312","25854","25854","25854","10","10","10","","",""
"737390","25856","25856","25856","10","10","10","","",""
"737451","25881","25881","25881","","","","0","0","0"
"737472","25882","25882","25882","","","","0","0","0"
"737663","25886","25886","25886","","","","10","10","10"
"737684","25887","25887","25887","","","","0","0","0"
"737728","25889","25889","25889","","","","0","0","0"
"737734","25864","25864","25864","10","10","10","","",""
"737763","25890","25890","25890","","","","10","10","10"
"737784","25891","25891","25891","","","","10","10","10"
"737853","25866","25866","25866","10","10","10","","",""
"737923","25893","25893","25893","","","","10","10","10"
"737946","25894","25894","25894","","","","10","10","10"
"737993","25869","25869","25869","10","10","10","","",""
"738063","25895","25895","25895","","","","0","0","0"
"738098","25896","25896","25896","","","","10","10","10"
"738112","25870","25870","25870","10","10","10","","",""
"738136","25897","25897","25897","","","","0","0","0"
"738190","25898","25898","25898","","","","0","0","0"
"738488","25903","25903","25903","10","10","10","","",""
"738531","25905","25905","25905","10","10","10","","",""
"738643","25908","25908","25908","10","10","10","","",""
"738674","25933","25933","25933","","","","10","10","10"
"738732","25909","25909","25909","0","0","0","","",""
"738885","25938","25938","25938","","","","10","10","10"
"739171","25943","25943","25943","","","","10","10","10"
"739593","25977","25977","25977","","","","0","0","0"
"739606","25953","25953","25953","0","0","0","","",""
"739660","25954","25954","25954","10","10","10","","",""
"739684","25979","25979","25979","","","","10","10","10"
"739731","25955","25955","25955","10","10","10","","",""
"740046","25984","25984","25984","","","","10","10","10"
"740160","25986","25986","25986","","","","0","0","0"
"740174","25966","25966","25966","10","10","10","","",""
"740194","25967","25967","25967","10","10","10","","",""
"740214","25968","25968","25968","10","10","10","","",""
"740230","25988","25988","25988","","","","10","10","10"
"740272","25969","25969","25969","0","0","0","","",""
"740296","25989","25989","25989","","","","10","10","10"
"740403","25991","25991","25991","10","10","10","","",""
"740476","26012","26012","26012","","","","10","10","10"
"740730","26018","26018","26018","","","","10","10","10"
"740891","25998","25998","25998","10","10","10","","",""
"740924","26022","26022","26022","","","","0","0","0"
"741062","26023","26023","26023","","","","0","0","0"
"741144","26024","26024","26024","","","","10","10","10"
"741170","26025","26025","26025","","","","0","0","0"
"741196","26004","26004","26004","10","10","10","","",""
"741362","26007","26007","26007","0","0","0","","",""
"741466","26053","26053","26053","","","","0","0","0"
"741489","26032","26032","26032","10","10","10","","",""
"741686","26036","26036","26036","10","10","10","","",""
"741732","26055","26055","26055","","","","0","0","0"
"741886","26039","26039","26039","10","10","10","","",""
"741888","26059","26059","26059","","","","10","10","10"
"741914","26060","26060","26060","","","","0","0","0"
"742082","26041","26041","26041","10","10","10","","",""
"742564","26091","26091","26091","","","","10","10","10"
"742584","26092","26092","26092","","","","10","10","10"
"742692","26072","26072","26072","0","0","0","","",""
"742733","26074","26074","26074","10","10","10","","",""
"742824","26076","26076","26076","0","0","0","","",""
"742947","26078","26078","26078","10","10","10","","",""
"742957","26098","26098","26098","","","","0","0","0"
"743097","26079","26079","26079","0","0","0","","",""
"743160","26104","26104","26104","","","","10","10","10"
"743180","26081","26081","26081","0","0","0","","",""
"743242","26083","26083","26083","0","0","0","","",""
"743335","26085","26085","26085","0","0","0","","",""
"743435","26130","26130","26130","","","","10","10","10"
"743445","26107","26107","26107","10","10","10","","",""
"743510","26109","26109","26109","10","10","10","","",""
"743658","26111","26111","26111","0","0","0","","",""
"743679","26112","26112","26112","10","10","10","","",""
"743735","26113","26113","26113","0","0","0","","",""
"743818","26138","26138","26138","","","","10","10","10"
"743913","26140","26140","26140","","","","10","10","10"
"743971","26142","26142","26142","","","","10","10","10"
"744013","26143","26143","26143","","","","0","0","0"
"744086","26144","26144","26144","","","","10","10","10"
"744283","26149","26149","26149","","","","10","10","10"
"744331","26150","26150","26150","","","","10","10","10"
"744453","26176","26176","26176","","","","0","0","0"
"744613","26181","26181","26181","","","","0","0","0"
"744722","26184","26184","26184","","","","10","10","10"
"744883","26188","26188","26188","","","","0","0","0"
"744922","26189","26189","26189","","","","0","0","0"
"744944","26161","26161","26161","10","10","10","","",""
"744966","26162","26162","26162","10","10","10","","",""
"745073","26192","26192","26192","","","","0","0","0"
"745293","26170","26170","26170","0","0","0","","",""
"745320","26196","26196","26196","","","","10","10","10"
"745567","26224","26224","26224","","","","0","0","0"
"745702","26227","26227","26227","","","","10","10","10"
"745830","26205","26205","26205","0","0","0","","",""
"745852","26206","26206","26206","10","10","10","","",""
"745952","26232","26232","26232","","","","10","10","10"
"745981","26208","26208","26208","10","10","10","","",""
"746028","26210","26210","26210","10","10","10","","",""
"746074","26212","26212","26212","10","10","10","","",""
"746150","26214","26214","26214","10","10","10","","",""
"746178","26215","26215","26215","10","10","10","","",""
"746248","26235","26235","26235","","","","0","0","0"
"746271","26236","26236","26236","","","","0","0","0"
"746273","26217","26217","26217","0","0","0","","",""
"746348","26218","26218","26218","10","10","10","","",""
"746370","26219","26219","26219","10","10","10","","",""
"746407","26220","26220","26220","0","0","0","","",""
"746696","26275","26275","26275","","","","0","0","0"
"746778","26250","26250","26250","0","0","0","","",""
"746832","26278","26278","26278","","","","0","0","0"
"747125","26257","26257","26257","10","10","10","","",""
"747156","26258","26258","26258","10","10","10","","",""
"747193","26283","26283","26283","","","","10","10","10"
"747313","26262","26262","26262","10","10","10","","",""
"747467","26288","26288","26288","","","","10","10","10"
"747489","26289","26289","26289","","","","10","10","10"
"747712","26295","26295","26295","0","0","0","","",""
"747772","26297","26297","26297","10","10","10","","",""
"747852","26326","26326","26326","","","","0","0","0"
"747926","26328","26328","26328","","","","10","10","10"
"748290","26306","26306","26306","10","10","10","","",""
"748430","26309","26309","26309","10","10","10","","",""
"748501","26311","26311","26311","10","10","10","","",""
"748593","26340","26340","26340","10","10","10","","",""
"748674","26372","26372","26372","","","","10","10","10"
"748743","26341","26341","26341","10","10","10","","",""
"748791","26342","26342","26342","10","10","10","","",""
"748797","26374","26374","26374","","","","10","10","10"
"748822","26375","26375","26375","","","","10","10","10"
"748827","26343","26343","26343","10","10","10","","",""
"749002","26348","26348","26348","10","10","10","","",""
"749024","26349","26349","26349","10","10","10","","",""
"749049","26380","26380","26380","","","","10","10","10"
"749113","26352","26352","26352","0","0","0","","",""
"749134","26382","26382","26382","","","","10","10","10"
"749293","26358","26358","26358","10","10","10","","",""
"749313","26359","26359","26359","10","10","10","","",""
"749315","26385","26385","26385","","","","10","10","10"
"749366","26360","26360","26360","10","10","10","","",""
